Ligue 1
Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2000-2001,20.12.2000,Marsilya       2,-,1     Monaco
2000-2001,21.12.2000,Bordeaux       0,-,2     Nantes
2000-2001,22.12.2000,Lyon       2,-,1     St Etienne
2000-2001,12.01.2001,Lens       0,-,0     Lyon
2000-2001,13.01.2001,Nantes       1,-,1     AJ Auxerre
2000-2001,26.01.2001,Bordeaux       3,-,0     Marsilya
2000-2001,27.01.2001,Lyon       3,-,1     Nantes
2000-2001,03.02.2001,Nantes       1,-,0     PSG
2000-2001,04.02.2001,Lens       0,-,1     Lille
2000-2001,06.02.2001,Rennes       3,-,0     St Etienne
2000-2001,07.02.2001,Sedan       2,-,1     Troyes
2000-2001,17.02.2001,Marsilya       1,-,0     PSG
2000-2001,18.02.2001,Nantes       1,-,0     Strasbourg
2000-2001,23.02.2001,Troyes       3,-,1     Rennes
2000-2001,24.02.2001,Troyes       3,-,1     Rennes
2000-2001,03.03.2001,Lyon       2,-,1     Bordeaux
2000-2001,04.03.2001,Rennes       0,-,2     Nantes
2000-2001,17.03.2001,Toulouse       0,-,2     Lille
2000-2001,18.03.2001,Bordeaux       2,-,0     PSG
2000-2001,06.04.2001,Lille       2,-,2     Bordeaux
2000-2001,07.04.2001,Lyon       2,-,1     Monaco
2000-2001,11.04.2001,Strasbourg       0,-,1     Metz
2000-2001,12.04.2001,Strasbourg       0,-,1     Metz
2000-2001,14.04.2001,Nantes       1,-,0     Bastia
2000-2001,15.04.2001,Lyon       2,-,0     PSG
2000-2001,28.04.2001,Metz       1,-,0     Marsilya
2000-2001,29.04.2001,Troyes       0,-,1     Nantes
2000-2001,04.05.2001,Lens       1,-,1     Troyes
2000-2001,12.05.2001,Toulouse       2,-,1     Metz
2000-2001,19.05.2001,Monaco       1,-,2     Lille
2000-2001,28.07.2000,Marsilya       3,-,1     Troyes
2000-2001,29.07.2000,Lyon       2,-,2     Rennes
2000-2001,03.08.2000,Sedan       1,-,1     Lyon
2000-2001,04.08.2000,Monaco       2,-,5     Nantes
2000-2001,05.08.2000,Rennes       1,-,1     PSG
2000-2001,12.08.2000,AJ Auxerre       1,-,0     Bastia
2000-2001,13.08.2000,PSG       2,-,1     Sedan
2000-2001,18.08.2000,Bastia       2,-,0     Lyon
2000-2001,19.08.2000,St Etienne       1,-,0     Bordeaux
2000-2001,20.08.2000,Monaco       1,-,0     Guingamp
2000-2001,26.08.2000,Lille       2,-,1     Metz
2000-2001,27.08.2000,AJ Auxerre       4,-,3     St Etienne
2000-2001,05.09.2000,Monaco       0,-,2     Marsilya
2000-2001,06.09.2000,St Etienne       2,-,2     Lyon
2000-2001,10.10.2000,Sedan       2,-,1     Rennes
2000-2001,09.09.2000,Sedan       1,-,0     Monaco
2000-2001,10.09.2000,Toulouse       2,-,0     Marsilya
2000-2001,16.09.2000,Lens       1,-,1     PSG
2000-2001,17.09.2000,Nantes       0,-,1     Lyon
2000-2001,23.09.2000,AJ Auxerre       0,-,1     Marsilya
2000-2001,24.09.2000,Lille       2,-,1     Lens
2000-2001,30.09.2000,Guingamp       1,-,1     PSG
2000-2001,01.10.2000,Nantes       0,-,0     Lille
2000-2001,13.10.2000,Bastia       0,-,2     Monaco
2000-2001,14.10.2000,Strasbourg       0,-,5     Nantes
2000-2001,15.10.2000,AJ Auxerre       0,-,2     Bordeaux
2000-2001,13.12.2000,Lyon       4,-,1     Toulouse
2000-2001,21.10.2000,Toulouse       2,-,3     PSG
2000-2001,22.10.2000,Marsilya       0,-,1     Lille
2000-2001,28.10.2000,Strasbourg       1,-,1     Marsilya
2000-2001,29.10.2000,Troyes       1,-,0     Monaco
2000-2001,03.11.2000,Monaco       0,-,2     Lyon
2000-2001,04.11.2000,AJ Auxerre       1,-,0     PSG
2000-2001,10.11.2000,St Etienne       1,-,0     Monaco
2000-2001,11.11.2000,PSG       1,-,1     Lyon
2000-2001,12.11.2000,Strasbourg       0,-,2     Bordeaux
2000-2001,17.11.2000,Marsilya       4,-,1     Metz
2000-2001,18.11.2000,Monaco       2,-,0     PSG
2000-2001,19.11.2000,AJ Auxerre       1,-,2     Strasbourg
2000-2001,25.11.2000,Bastia       3,-,0     Marsilya
2000-2001,26.11.2000,St Etienne       0,-,2     Nantes
2000-2001,28.11.2000,Guingamp       0,-,1     Lens
2000-2001,29.11.2000,AJ Auxerre       1,-,0     Metz
2000-2001,02.12.2000,Metz       0,-,0     Lyon
2000-2001,03.12.2000,Lens       1,-,0     Marsilya
2000-2001,09.12.2000,PSG       1,-,0     Metz
2000-2001,10.12.2000,Marsilya       2,-,0     Nantes
2000-2001,16.12.2000,Guingamp       1,-,0     Marsilya
2000-2001,17.12.2000,Nantes       3,-,2     Toulouse
2001-2002,27.07.2001,Bordeaux       2,-,0     Nantes
2001-2002,28.07.2001,Rennes       0,-,5     AJ Auxerre
2001-2002,03.08.2001,Marsilya       0,-,0     Bordeaux
2001-2002,04.08.2001,Lyon       2,-,0     Sedan
2001-2002,11.08.2001,Bordeaux       0,-,0     Lille
2001-2002,12.08.2001,Bastia       1,-,2     Lyon
2001-2002,18.08.2001,Lyon       3,-,0     Guingamp
2001-2002,19.08.2001,AJ Auxerre       2,-,1     Sedan
2001-2002,25.08.2001,Troyes       0,-,2     Lyon
2001-2002,26.08.2001,Lens       1,-,1     Lille
2001-2002,08.09.2001,Marsilya       0,-,0     Lyon
2001-2002,09.09.2001,Sochaux       2,-,0     Bordeaux
2001-2002,15.09.2001,Lyon       4,-,1     Nantes
2001-2002,16.09.2001,Bordeaux       0,-,0     Monaco
2001-2002,21.09.2001,PSG       0,-,0     Montpellier
2001-2002,22.09.2001,Metz       2,-,0     Lyon
2001-2002,23.09.2001,Lorient       0,-,2     Bordeaux
2001-2002,29.09.2001,Lyon       4,-,0     Rennes
2001-2002,30.09.2001,Bordeaux       1,-,0     PSG
2001-2002,13.10.2001,Metz       0,-,2     Marsilya
2001-2002,14.10.2001,PSG       2,-,2     Lyon
2001-2002,20.10.2001,Lyon       1,-,1     Sochaux
2001-2002,21.10.2001,Bordeaux       1,-,0     Metz
2001-2002,26.10.2001,AJ Auxerre       2,-,0     Marsilya
2001-2002,27.10.2001,Monaco       2,-,1     Lyon
2001-2002,03.11.2001,Bastia       3,-,1     Lorient
2001-2002,04.11.2001,Lyon       4,-,2     Lille
2001-2002,16.11.2001,Monaco       1,-,1     Marsilya
2001-2002,17.11.2001,Lorient       0,-,3     Lyon
2001-2002,24.11.2001,Marsilya       4,-,2     Sochaux
2001-2002,25.11.2001,Lille       1,-,0     Rennes
2001-2002,28.11.2001,Montpellier       3,-,0     Lyon
2001-2002,29.11.2001,PSG       0,-,0     Marsilya
2001-2002,08.12.2001,AJ Auxerre       2,-,0     Monaco
2001-2002,09.12.2001,Lille       1,-,2     Sochaux
2001-2002,18.12.2001,Lens       3,-,0     Nantes
2001-2002,19.12.2001,Bastia       3,-,0     Guingamp
2001-2002,21.12.2001,Marsilya       1,-,2     Lens
2001-2002,22.12.2001,Sochaux       0,-,2     PSG
2001-2002,05.01.2002,Bastia       0,-,2     Nantes
2001-2002,11.01.2002,Lille       0,-,1     Lens
2001-2002,12.01.2002,Rennes       1,-,2     PSG
2001-2002,16.01.2002,Montpellier       1,-,1     Monaco
2001-2002,23.01.2002,Bordeaux       0,-,1     Sochaux
2001-2002,24.01.2002,Lens       1,-,1     PSG
2001-2002,26.01.2002,Troyes       1,-,0     Marsilya
2001-2002,29.01.2002,Nantes       3,-,0     Lyon
2001-2002,30.01.2002,Monaco       3,-,1     Bordeaux
2001-2002,02.02.2002,Montpellier       0,-,0     PSG
2001-2002,03.02.2002,Nantes       3,-,1     Marsilya
2001-2002,06.02.2002,Rennes       2,-,2     Lyon
2001-2002,07.02.2002,PSG       1,-,0     Bordeaux
2001-2002,09.02.2002,Metz       0,-,0     Montpellier
2001-2002,16.02.2002,Nantes       0,-,1     Lille
2001-2002,17.02.2002,Marsilya       1,-,0     Metz
2001-2002,23.02.2002,Montpellier       1,-,2     Lens
2001-2002,24.02.2002,Sochaux       2,-,1     Lyon
2001-2002,02.03.2002,Lens       2,-,2     Metz
2001-2002,03.03.2002,Lille       1,-,0     Troyes
2001-2002,06.03.2002,Bastia       0,-,1     PSG
2001-2002,10.03.2002,AJ Auxerre       0,-,1     Bordeaux
2001-2002,16.03.2002,Rennes       2,-,1     Marsilya
2001-2002,17.03.2002,Bordeaux       2,-,1     Lens
2001-2002,23.03.2002,Guingamp       0,-,1     PSG
2001-2002,24.03.2002,Marsilya       1,-,1     Monaco
2001-2002,01.04.2002,Marsilya       3,-,0     AJ Auxerre
2001-2002,06.04.2002,Lens       0,-,0     Troyes
2001-2002,07.04.2002,AJ Auxerre       0,-,1     Lyon
2001-2002,09.04.2002,Metz       2,-,3     Sedan
2001-2002,12.04.2002,Marsilya       1,-,0     PSG
2001-2002,13.04.2002,AJ Auxerre       2,-,0     Sochaux
2001-2002,21.04.2002,Sedan       3,-,3     AJ Auxerre
2001-2002,27.04.2002,Bordeaux       0,-,1     Lyon
2001-2002,04.05.2002,Lyon       3,-,1     Lens
2002-2003,02.08.2002,Guingamp       3,-,3     Lyon
2002-2003,03.08.2002,PSG       1,-,0     AJ Auxerre
2002-2003,08.08.2002,AJ Auxerre       2,-,0     Montpellier
2002-2003,09.08.2002,Bordeaux       0,-,0     PSG
2002-2003,10.08.2002,Lyon       6,-,1     Sedan
2002-2003,16.08.2002,Marsilya       1,-,1     Lyon
2002-2003,17.08.2002,PSG       2,-,2     AC Ajaccio
2002-2003,23.08.2002,Lille       0,-,0     Troyes
2002-2003,24.08.2002,Lyon       4,-,1     Bastia
2002-2003,25.08.2002,Le Havre       0,-,1     PSG
2002-2003,31.08.2002,PSG       1,-,1     Nice
2002-2003,01.09.2002,Marsilya       0,-,0     AJ Auxerre
2002-2003,10.09.2002,Lyon       1,-,0     Lens
2002-2003,11.09.2002,Monaco       2,-,1     Nantes
2002-2003,14.09.2002,PSG       3,-,0     Strasbourg
2002-2003,15.09.2002,Bastia       1,-,2     AC Ajaccio
2002-2003,21.09.2002,Lyon       1,-,3     Monaco
2002-2003,22.09.2002,PSG       1,-,1     Bastia
2002-2003,27.09.2002,Marsilya       3,-,1     AC Ajaccio
2002-2003,28.09.2002,Monaco       2,-,1     Rennes
2002-2003,05.10.2002,Rennes       0,-,1     Lyon
2002-2003,06.10.2002,PSG       5,-,0     Guingamp
2002-2003,19.10.2002,Lyon       3,-,0     AJ Auxerre
2002-2003,20.10.2002,Marsilya       1,-,0     Strasbourg
2002-2003,25.10.2002,Bordeaux       2,-,2     Monaco
2002-2003,26.10.2002,PSG       3,-,0     Marsilya
2002-2003,02.11.2002,Lyon       2,-,2     Nice
2002-2003,03.11.2002,Nantes       0,-,0     Bordeaux
2002-2003,07.11.2002,AC Ajaccio       1,-,0     AJ Auxerre
2002-2003,08.11.2002,Nice       1,-,0     Monaco
2002-2003,09.11.2002,PSG       1,-,1     Sochaux
2002-2003,14.11.2002,Monaco       3,-,2     AC Ajaccio
2002-2003,16.11.2002,Lyon       4,-,2     Bordeaux
2002-2003,17.11.2002,Lens       3,-,2     PSG
2002-2003,22.11.2002,PSG       0,-,1     Nantes
2002-2003,23.11.2002,Marsilya       1,-,0     Lens
2002-2003,24.11.2002,Strasbourg       1,-,0     Monaco
2002-2003,30.11.2002,Monaco       3,-,1     PSG
2002-2003,01.12.2002,Lyon       2,-,1     Strasbourg
2002-2003,03.12.2002,Nice       3,-,0     AC Ajaccio
2002-2003,04.12.2002,PSG       2,-,0     Lyon
2002-2003,14.12.2002,Sochaux       2,-,0     Bastia
2002-2003,15.12.2002,Lyon       1,-,1     Montpellier
2002-2003,19.12.2002,PSG       1,-,1     Bordeaux
2002-2003,20.12.2002,Sochaux       3,-,0     Lens
2002-2003,10.01.2003,Lyon       1,-,0     Marsilya
2002-2003,11.01.2003,Monaco       0,-,0     Bastia
2002-2003,14.01.2003,Marsilya       2,-,0     Rennes
2002-2003,15.01.2003,PSG       1,-,0     Le Havre
2002-2003,18.01.2003,Lens       4,-,0     Sedan
2002-2003,21.01.2003,AJ Auxerre       0,-,0     Marsilya
2002-2003,22.01.2003,Lyon       4,-,1     Sochaux
2002-2003,28.01.2003,Marsilya       2,-,0     Nice
2002-2003,29.01.2003,PSG       1,-,0     Lille
2002-2003,01.02.2003,Lyon       0,-,0     Nantes
2002-2003,02.02.2003,Bordeaux       3,-,1     Marsilya
2002-2003,04.02.2003,Monaco       2,-,0     Lyon
2002-2003,05.02.2003,Nantes       1,-,0     Rennes
2002-2003,08.02.2003,Lyon       0,-,0     Troyes
2002-2003,09.02.2003,AJ Auxerre       0,-,1     Nantes
2002-2003,15.02.2003,Nantes       0,-,1     Sochaux
2002-2003,19.02.2003,Troyes       2,-,0     Lille
2002-2003,22.02.2003,Lyon       4,-,1     Rennes
2002-2003,23.02.2003,Monaco       3,-,1     AJ Auxerre
2002-2003,28.02.2003,Nice       1,-,1     Nantes
2002-2003,01.03.2003,PSG       4,-,2     Troyes
2002-2003,02.03.2003,AJ Auxerre       1,-,2     Lyon
2002-2003,08.03.2003,Lyon       3,-,1     AC Ajaccio
2002-2003,09.03.2003,Marsilya       0,-,3     PSG
2002-2003,14.03.2003,Sochaux       1,-,1     AC Ajaccio
2002-2003,18.03.2003,Guingamp       1,-,0     Lille
2002-2003,19.03.2003,Strasbourg       1,-,1     Bordeaux
2002-2003,22.03.2003,PSG       2,-,0     Sedan
2002-2003,05.04.2003,Lyon       2,-,1     Le Havre
2002-2003,06.04.2003,Monaco       0,-,1     Nice
2002-2003,08.04.2003,AJ Auxerre       3,-,1     Sedan
2002-2003,11.04.2003,Bordeaux       0,-,1     Lyon
2002-2003,12.04.2003,PSG       0,-,1     Lens
2002-2003,19.04.2003,Lyon       0,-,0     Lille
2002-2003,20.04.2003,Monaco       2,-,0     Strasbourg
2002-2003,03.05.2003,Marsilya       2,-,1     Bastia
2002-2003,04.05.2003,PSG       2,-,1     Monaco
2002-2003,10.05.2003,Monaco       3,-,1     Montpellier
2002-2003,11.05.2003,Lyon       1,-,0     PSG
2002-2003,20.05.2003,PSG       0,-,0     Rennes
2002-2003,24.05.2003,Lyon       1,-,4     Guingamp
2003-2004,01.08.2003,Lille       1,-,0     Lyon
2003-2004,02.08.2003,Monaco       2,-,0     Bordeaux
2003-2004,08.08.2003,Marsilya       1,-,0     AJ Auxerre
2003-2004,09.08.2003,Lyon       3,-,1     Monaco
2003-2004,16.08.2003,Monaco       2,-,0     Bastia
2003-2004,17.08.2003,Lens       2,-,1     Marsilya
2003-2004,23.08.2003,Lyon       0,-,0     Toulouse
2003-2004,24.08.2003,PSG       2,-,4     Monaco
2003-2004,30.08.2003,Sochaux       2,-,1     Lille
2003-2004,31.08.2003,Monaco       1,-,0     Metz
2003-2004,13.09.2003,Lyon       1,-,1     AJ Auxerre
2003-2004,14.09.2003,PSG       2,-,1     Toulouse
2003-2004,20.09.2003,Sochaux       3,-,0     Strasbourg
2003-2004,21.09.2003,Nantes       1,-,0     Marsilya
2003-2004,27.09.2003,Lyon       4,-,0     Lens
2003-2004,28.09.2003,Bordeaux       1,-,0     AC Ajaccio
2003-2004,04.10.2003,Sochaux       0,-,1     PSG
2003-2004,05.10.2003,Marsilya       3,-,1     Bastia
2003-2004,17.10.2003,Strasbourg       4,-,1     Marsilya
2003-2004,18.10.2003,Lyon       1,-,1     Sochaux
2003-2004,25.10.2003,AJ Auxerre       0,-,1     Montpellier
2003-2004,26.10.2003,Sochaux       1,-,1     Monaco
2003-2004,01.11.2003,Lyon       5,-,0     Nice
2003-2004,02.11.2003,PSG       0,-,1     Lens
2003-2004,08.11.2003,Nantes       0,-,1     PSG
2003-2004,09.11.2003,Sochaux       3,-,1     Toulouse
2003-2004,21.11.2003,Lyon       1,-,0     Strasbourg
2003-2004,22.11.2003,Monaco       2,-,0     Lens
2003-2004,23.11.2003,PSG       0,-,0     Nice
2003-2004,29.11.2003,Nantes       0,-,1     Monaco
2003-2004,30.11.2003,Sochaux       3,-,2     AJ Auxerre
2003-2004,03.12.2003,PSG       3,-,2     Strasbourg
2003-2004,05.12.2003,Lyon       2,-,1     Metz
2003-2004,06.12.2003,Nantes       1,-,1     Toulouse
2003-2004,07.12.2003,Nice       2,-,1     Montpellier
2003-2004,13.12.2003,PSG       2,-,1     Bordeaux
2003-2004,14.12.2003,Monaco       2,-,0     Strasbourg
2003-2004,19.12.2003,Lyon       1,-,1     PSG
2003-2004,20.12.2003,Nantes       1,-,0     AJ Auxerre
2003-2004,09.01.2004,Monaco       3,-,0     Lyon
2003-2004,10.01.2004,PSG       1,-,0     Lille
2003-2004,17.01.2004,Lyon       3,-,0     Montpellier
2003-2004,18.01.2004,Marsilya       3,-,2     Lens
2003-2004,21.01.2004,Monaco       1,-,1     Nice
2003-2004,27.01.2004,Metz       1,-,1     Marsilya
2003-2004,28.01.2004,Lyon       3,-,0     Bordeaux
2003-2004,30.01.2004,Monaco       1,-,1     PSG
2003-2004,31.01.2004,Sochaux       2,-,1     Marsilya
2003-2004,04.02.2004,Montpellier       0,-,1     Marsilya
2003-2004,07.02.2004,Lyon       0,-,1     Guingamp
2003-2004,08.02.2004,Bordeaux       2,-,0     Nantes
2003-2004,14.02.2004,Monaco       0,-,1     Lille
2003-2004,15.02.2004,AJ Auxerre       1,-,2     Lyon
2003-2004,20.02.2004,Monaco       4,-,0     Montpellier
2003-2004,21.02.2004,Lyon       2,-,0     Le Mans
2003-2004,22.02.2004,Marsilya       1,-,1     Nantes
2003-2004,28.02.2004,Nantes       1,-,1     Strasbourg
2003-2004,29.02.2004,Sochaux       2,-,1     Bastia
2003-2004,05.03.2004,Lyon       4,-,0     AC Ajaccio
2003-2004,06.03.2004,PSG       1,-,1     Sochaux
2003-2004,07.03.2004,Bastia       4,-,1     Marsilya
2003-2004,13.03.2004,Sochaux       1,-,2     Lyon
2003-2004,14.03.2004,AJ Auxerre       0,-,0     Monaco
2003-2004,19.03.2004,Toulouse       0,-,0     Guingamp
2003-2004,20.03.2004,Lyon       1,-,0     Nantes
2003-2004,21.03.2004,Rennes       4,-,3     Marsilya
2003-2004,27.03.2004,Sochaux       2,-,0     Metz
2003-2004,28.03.2004,AJ Auxerre       3,-,2     Toulouse
2003-2004,02.04.2004,Monaco       3,-,3     AC Ajaccio
2003-2004,03.04.2004,Lyon       1,-,2     Marsilya
2003-2004,04.04.2004,Guingamp       2,-,2     AJ Auxerre
2003-2004,10.04.2004,Sochaux       2,-,0     Guingamp
2003-2004,11.04.2004,Strasbourg       0,-,1     Lyon
2003-2004,16.04.2004,Guingamp       1,-,1     Metz
2003-2004,18.04.2004,Marsilya       2,-,1     Lille
2003-2004,24.04.2004,Lyon       3,-,0     Rennes
2003-2004,25.04.2004,PSG       2,-,1     Marsilya
2003-2004,30.04.2004,Nice       1,-,2     Monaco
2003-2004,01.05.2004,Sochaux       3,-,1     Montpellier
2003-2004,02.05.2004,Bordeaux       1,-,1     Lyon
2003-2004,08.05.2004,PSG       1,-,0     Rennes
2003-2004,09.05.2004,Monaco       1,-,0     Marsilya
2003-2004,11.05.2004,Bordeaux       3,-,0     PSG
2003-2004,12.05.2004,Lyon       1,-,0     Bastia
2003-2004,15.05.2004,Monaco       1,-,4     Rennes
2003-2004,21.05.2004,Bordeaux       1,-,3     Monaco
2003-2004,23.05.2004,Lyon       3,-,0     Lille
2004-2005,06.08.2004,Nice       0,-,1     Lyon
2004-2005,07.08.2004,Bastia       2,-,1     Strasbourg
2004-2005,14.08.2004,AC Ajaccio       1,-,2     Metz
2004-2005,15.08.2004,Marsilya       3,-,0     Lille
2004-2005,21.08.2004,Bastia       1,-,0     AC Ajaccio
2004-2005,22.08.2004,Metz       1,-,1     Lyon
2004-2005,27.08.2004,Nice       1,-,1     Bastia
2004-2005,28.08.2004,Bordeaux       2,-,0     Sochaux
2004-2005,29.08.2004,PSG       2,-,2     St Etienne
2004-2005,11.09.2004,Bastia       1,-,0     AJ Auxerre
2004-2005,12.09.2004,Sochaux       2,-,0     Marsilya
2004-2005,18.09.2004,AC Ajaccio       1,-,1     St Etienne
2004-2005,19.09.2004,AJ Auxerre       4,-,0     Metz
2004-2005,21.09.2004,Toulouse       0,-,2     Lyon
2004-2005,22.09.2004,Rennes       1,-,0     Marsilya
2004-2005,25.09.2004,Lyon       0,-,0     Monaco
2004-2005,26.09.2004,Nantes       1,-,0     Lens
2004-2005,02.10.2004,Istres       0,-,2     Marsilya
2004-2005,03.10.2004,Metz       0,-,0     Sochaux
2004-2005,15.10.2004,Lyon       4,-,0     Caen
2004-2005,16.10.2004,AJ Auxerre       3,-,0     Lens
2004-2005,17.10.2004,Marsilya       1,-,1     St Etienne
2004-2005,23.10.2004,Istres       0,-,0     Lyon
2004-2005,24.10.2004,Bastia       1,-,1     Sochaux
2004-2005,29.10.2004,Marsilya       1,-,1     Monaco
2004-2005,30.10.2004,AC Ajaccio       1,-,1     Nantes
2004-2005,06.11.2004,St Etienne       2,-,1     Nice
2004-2005,07.11.2004,Nantes       1,-,1     AJ Auxerre
2004-2005,13.11.2004,Lyon       2,-,0     Nantes
2004-2005,14.11.2004,Lille       1,-,1     Monaco
2004-2005,19.11.2004,Monaco       1,-,3     Sochaux
2004-2005,20.11.2004,AC Ajaccio       2,-,0     Marsilya
2004-2005,27.11.2004,Bastia       2,-,0     Caen
2004-2005,28.11.2004,Lille       1,-,1     Strasbourg
2004-2005,03.12.2004,Monaco       2,-,0     Rennes
2004-2005,04.12.2004,AC Ajaccio       1,-,1     Lyon
2004-2005,05.12.2004,AJ Auxerre       0,-,0     Bordeaux
2004-2005,11.12.2004,Bastia       0,-,2     Monaco
2004-2005,12.12.2004,Sochaux       1,-,2     PSG
2004-2005,17.12.2004,Lyon       1,-,1     Marsilya
2004-2005,18.12.2004,AC Ajaccio       0,-,0     Lille
2004-2005,19.12.2004,Nantes       2,-,2     Sochaux
2004-2005,11.01.2005,Lille       1,-,2     Marsilya
2004-2005,12.01.2005,Bastia       0,-,0     Nantes
2004-2005,15.01.2005,AC Ajaccio       1,-,0     Bastia
2004-2005,16.01.2005,Marsilya       2,-,0     Nice
2004-2005,22.01.2005,Bastia       2,-,0     Nice
2004-2005,23.01.2005,Lille       2,-,1     Lyon
2004-2005,25.01.2005,Marsilya       0,-,2     Sochaux
2004-2005,26.01.2005,AC Ajaccio       1,-,0     Toulouse
2004-2005,29.01.2005,Caen       0,-,0     Lille
2004-2005,30.01.2005,Istres       0,-,1     Nantes
2004-2005,01.02.2005,Bastia       1,-,1     Lyon
2004-2005,05.02.2005,AC Ajaccio       0,-,0     Istres
2004-2005,06.02.2005,PSG       0,-,2     Lens
2004-2005,18.02.2005,Monaco       1,-,1     Lyon
2004-2005,19.02.2005,Bastia       0,-,1     Marsilya
2004-2005,20.02.2005,Istres       1,-,0     AJ Auxerre
2004-2005,26.02.2005,AC Ajaccio       0,-,0     Lens
2004-2005,27.02.2005,Lille       0,-,0     Rennes
2004-2005,04.03.2005,Caen       1,-,0     Lyon
2004-2005,05.03.2005,Bastia       3,-,1     Lille
2004-2005,06.03.2005,St Etienne       2,-,0     Marsilya
2004-2005,12.03.2005,AC Ajaccio       1,-,0     PSG
2004-2005,13.03.2005,AJ Auxerre       2,-,2     Monaco
2004-2005,16.03.2005,Strasbourg       0,-,0     Monaco
2004-2005,19.03.2005,Bastia       1,-,0     Metz
2004-2005,20.03.2005,Monaco       2,-,1     Marsilya
2004-2005,02.04.2005,AC Ajaccio       3,-,0     Monaco
2004-2005,03.04.2005,Marsilya       1,-,1     PSG
2004-2005,09.04.2005,Caen       0,-,1     Metz
2004-2005,10.04.2005,AC Ajaccio       4,-,3     AJ Auxerre
2004-2005,16.04.2005,Bordeaux       0,-,2     Nantes
2004-2005,17.04.2005,AJ Auxerre       0,-,0     Strasbourg
2004-2005,22.04.2005,PSG       3,-,1     Nice
2004-2005,23.04.2005,AC Ajaccio       0,-,0     Bordeaux
2004-2005,24.04.2005,AJ Auxerre       0,-,3     Lyon
2004-2005,29.04.2005,AJ Auxerre       3,-,2     Toulouse
2004-2005,01.05.2005,Monaco       2,-,0     Lille
2004-2005,06.05.2005,Bordeaux       0,-,0     AJ Auxerre
2004-2005,07.05.2005,Bastia       2,-,0     Istres
2004-2005,08.05.2005,Lyon       2,-,1     AC Ajaccio
2004-2005,14.05.2005,AC Ajaccio       0,-,1     Nice
2004-2005,15.05.2005,Lyon       5,-,1     Bordeaux
2004-2005,21.05.2005,Bastia       3,-,1     Lens
2004-2005,28.05.2005,AC Ajaccio       3,-,1     Sochaux
2005-2006,29.07.2005,PSG       4,-,1     Metz
2005-2006,30.07.2005,Lille       1,-,0     Rennes
2005-2006,31.07.2005,Le Mans       1,-,2     Lyon
2005-2006,06.08.2005,AC Ajaccio       3,-,3     Lille
2005-2006,07.08.2005,Lyon       1,-,0     Strasbourg
2005-2006,13.08.2005,AJ Auxerre       1,-,0     Bordeaux
2005-2006,14.08.2005,Marsilya       1,-,1     Lyon
2005-2006,20.08.2005,AC Ajaccio       0,-,0     Le Mans
2005-2006,21.08.2005,Toulouse       1,-,1     St Etienne
2005-2006,24.08.2005,Lille       0,-,0     Toulouse
2005-2006,27.08.2005,Le Mans       1,-,0     Troyes
2005-2006,28.08.2005,AJ Auxerre       0,-,2     Lyon
2005-2006,10.09.2005,AC Ajaccio       1,-,0     Nancy
2005-2006,11.09.2005,Lens       1,-,1     Bordeaux
2005-2006,17.09.2005,Bordeaux       1,-,1     Lyon
2005-2006,18.09.2005,AJ Auxerre       2,-,0     AC Ajaccio
2005-2006,21.09.2005,AC Ajaccio       0,-,0     Strasbourg
2005-2006,22.09.2005,Lyon       1,-,1     Lens
2005-2006,24.09.2005,AJ Auxerre       3,-,0     Sochaux
2005-2006,25.09.2005,Lens       0,-,0     Rennes
2005-2006,01.10.2005,Metz       0,-,1     Bordeaux
2005-2006,02.10.2005,Lille       0,-,1     Monaco
2005-2006,15.10.2005,AJ Auxerre       3,-,0     Troyes
2005-2006,16.10.2005,Lyon       3,-,2     AC Ajaccio
2005-2006,22.10.2005,Lille       2,-,0     Nantes
2005-2006,23.10.2005,AC Ajaccio       0,-,1     Rennes
2005-2006,29.10.2005,Bordeaux       2,-,0     Troyes
2005-2006,30.10.2005,AJ Auxerre       2,-,0     PSG
2005-2006,05.11.2005,Le Mans       3,-,0     Marsilya
2005-2006,06.11.2005,Lille       2,-,0     Strasbourg
2005-2006,11.11.2005,AC Ajaccio       0,-,0     Lens
2005-2006,19.11.2005,AC Ajaccio       0,-,1     Sochaux
2005-2006,20.11.2005,Bordeaux       0,-,2     PSG
2005-2006,25.11.2005,Le Mans       0,-,2     AJ Auxerre
2005-2006,26.11.2005,Lille       1,-,0     Nancy
2005-2006,27.11.2005,Marsilya       2,-,1     Monaco
2005-2006,03.12.2005,AC Ajaccio       0,-,1     Troyes
2005-2006,04.12.2005,Lens       2,-,1     St Etienne
2005-2006,10.12.2005,Le Mans       1,-,0     Bordeaux
2005-2006,11.12.2005,Nantes       0,-,0     Monaco
2005-2006,16.12.2005,Lyon       1,-,3     Lille
2005-2006,17.12.2005,AC Ajaccio       1,-,1     PSG
2005-2006,18.12.2005,Lens       2,-,0     Le Mans
2005-2006,04.01.2006,Le Mans       2,-,0     Metz
2005-2006,05.01.2006,AJ Auxerre       2,-,1     Monaco
2005-2006,11.01.2006,AC Ajaccio       0,-,2     Nantes
2005-2006,12.01.2006,Toulouse       1,-,0     PSG
2005-2006,14.01.2006,AJ Auxerre       1,-,0     Lens
2005-2006,15.01.2006,Marsilya       1,-,0     Rennes
2005-2006,21.01.2006,AC Ajaccio       3,-,1     Marsilya
2005-2006,22.01.2006,Lens       1,-,1     Monaco
