LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
Premier Lig,2023-2024,25.11.2023,Luton Town,2-1,Crystal Palace
Premier Lig,2023-2024,25.11.2023,Newcastle,4-1,Chelsea
Premier Lig,2023-2024,25.11.2023,Not. Forest,2-3,Brighton
Premier Lig,2023-2024,25.11.2023,Sheffield Utd,1-3,Bournemouth
Premier Lig,2023-2024,25.11.2023,Brentford,0-1,Arsenal
Premier Lig,2023-2024,26.11.2023,Tottenham,1-2,Aston Villa
Premier Lig,2023-2024,26.11.2023,Everton,0-3,Man. United
Premier Lig,2023-2024,27.11.2023,Fulham,3-2,Wolverhampton
Premier Lig,2023-2024,02.12.2023,Arsenal,2-1,Wolverhampton
Premier Lig,2023-2024,02.12.2023,Brentford,3-1,Luton Town
Premier Lig,2023-2024,02.12.2023,Burnley,5-0,Sheffield Utd
Premier Lig,2023-2024,02.12.2023,Not. Forest,0-1,Everton
Premier Lig,2023-2024,02.12.2023,Newcastle,1-0,Man. United
Premier Lig,2023-2024,03.12.2023,Bournemouth,2-2,Aston Villa
Premier Lig,2023-2024,03.12.2023,Chelsea,3-2,Brighton
Premier Lig,2023-2024,03.12.2023,Liverpool,4-3,Fulham
Premier Lig,2023-2024,03.12.2023,West Ham,1-1,Crystal Palace
Premier Lig,2023-2024,03.12.2023,Man. City,3-3,Tottenham
Premier Lig,2023-2024,05.12.2023,Wolverhampton,1-0,Burnley
Premier Lig,2023-2024,05.12.2023,Luton Town,3-4,Arsenal
Premier Lig,2023-2024,06.12.2023,Brighton,2-1,Brentford
Premier Lig,2023-2024,06.12.2023,Crystal Palace,0-2,Bournemouth
Premier Lig,2023-2024,06.12.2023,Fulham,5-0,Not. Forest
Premier Lig,2023-2024,06.12.2023,Sheffield Utd,0-2,Liverpool
Premier Lig,2023-2024,06.12.2023,Aston Villa,1-0,Man. City
Premier Lig,2023-2024,06.12.2023,Man. United,2-1,Chelsea
Premier Lig,2023-2024,07.12.2023,Everton,3-0,Newcastle
Premier Lig,2023-2024,07.12.2023,Tottenham,1-2,West Ham
Premier Lig,2023-2024,09.12.2023,Crystal Palace,1-2,Liverpool
Premier Lig,2023-2024,09.12.2023,Brighton,1-1,Burnley
Premier Lig,2023-2024,09.12.2023,Man. United,0-3,Bournemouth
Premier Lig,2023-2024,09.12.2023,Sheffield Utd,1-0,Brentford
Premier Lig,2023-2024,09.12.2023,Wolverhampton,1-1,Not. Forest
Premier Lig,2023-2024,09.12.2023,Aston Villa,1-0,Arsenal
Premier Lig,2023-2024,10.12.2023,Everton,2-0,Chelsea
Premier Lig,2023-2024,10.12.2023,Fulham,5-0,West Ham
Premier Lig,2023-2024,10.12.2023,Luton Town,1-2,Man. City
Premier Lig,2023-2024,10.12.2023,Tottenham,4-1,Newcastle
Premier Lig,2023-2024,15.12.2023,Not. Forest,0-2,Tottenham
Premier Lig,2023-2024,16.12.2023,Chelsea,2-0,Sheffield Utd
Premier Lig,2023-2024,16.12.2023,Man. City,2-2,Crystal Palace
Premier Lig,2023-2024,16.12.2023,Newcastle,3-0,Fulham
Premier Lig,2023-2024,16.12.2023,Burnley,0-2,Everton
Premier Lig,2023-2024,17.12.2023,Arsenal,2-0,Brighton
Premier Lig,2023-2024,17.12.2023,Brentford,1-2,Aston Villa
Premier Lig,2023-2024,17.12.2023,West Ham,3-0,Wolverhampton
Premier Lig,2023-2024,17.12.2023,Liverpool,0-0,Man. United
Premier Lig,2023-2024,21.12.2023,Crystal Palace,1-1,Brighton
Premier Lig,2023-2024,22.12.2023,Aston Villa,1-1,Sheffield Utd
Premier Lig,2023-2024,23.12.2023,West Ham,2-0,Man. United
Premier Lig,2023-2024,23.12.2023,Fulham,0-2,Burnley
Premier Lig,2023-2024,23.12.2023,Luton Town,1-0,Newcastle
Premier Lig,2023-2024,23.12.2023,Not. Forest,2-3,Bournemouth
Premier Lig,2023-2024,23.12.2023,Tottenham,2-1,Everton
Premier Lig,2023-2024,23.12.2023,Liverpool,1-1,Arsenal
Premier Lig,2023-2024,24.12.2023,Wolverhampton,2-1,Chelsea
Premier Lig,2023-2024,26.12.2023,Newcastle,1-3,Not. Forest
Premier Lig,2023-2024,26.12.2023,Bournemouth,3-0,Fulham
Premier Lig,2023-2024,26.12.2023,Sheffield Utd,2-3,Luton Town
Premier Lig,2023-2024,26.12.2023,Burnley,0-2,Liverpool
Premier Lig,2023-2024,26.12.2023,Man. United,3-2,Aston Villa
Premier Lig,2023-2024,27.12.2023,Brentford,1-4,Wolverhampton
Premier Lig,2023-2024,27.12.2023,Chelsea,2-1,Crystal Palace
Premier Lig,2023-2024,27.12.2023,Everton,1-3,Man. City
Premier Lig,2023-2024,28.12.2023,Brighton,4-2,Tottenham
Premier Lig,2023-2024,28.12.2023,Arsenal,0-2,West Ham
Premier Lig,2023-2024,30.12.2023,Luton Town,2-3,Chelsea
Premier Lig,2023-2024,30.12.2023,Aston Villa,3-2,Burnley
Premier Lig,2023-2024,30.12.2023,Crystal Palace,3-1,Brentford
Premier Lig,2023-2024,30.12.2023,Man. City,2-0,Sheffield Utd
Premier Lig,2023-2024,30.12.2023,Wolverhampton,3-0,Everton
Premier Lig,2023-2024,30.12.2023,Not. Forest,2-1,Man. United
Premier Lig,2023-2024,31.12.2023,Fulham,2-1,Arsenal
Premier Lig,2023-2024,31.12.2023,Tottenham,3-1,Bournemouth
Premier Lig,2023-2024,01.01.2024,Liverpool,4-2,Newcastle
Premier Lig,2023-2024,02.01.2024,West Ham,0-0,Brighton
Premier Lig,2023-2024,12.01.2024,Burnley,1-1,Luton Town
Premier Lig,2023-2024,13.01.2024,Chelsea,1-0,Fulham
Premier Lig,2023-2024,13.01.2024,Newcastle,2-3,Man. City
Premier Lig,2023-2024,14.01.2024,Everton,0-0,Aston Villa
Premier Lig,2023-2024,14.01.2024,Man. United,2-2,Tottenham
Premier Lig,2023-2024,20.01.2024,Arsenal,5-0,Crystal Palace
Premier Lig,2023-2024,20.01.2024,Brentford,3-2,Not. Forest
Premier Lig,2023-2024,21.01.2024,Sheffield Utd,2-2,West Ham
Premier Lig,2023-2024,21.01.2024,Bournemouth,0-4,Liverpool
Premier Lig,2023-2024,22.01.2024,Brighton,0-0,Wolverhampton
Premier Lig,2023-2024,30.01.2024,Not. Forest,1-2,Arsenal
Premier Lig,2023-2024,30.01.2024,Fulham,0-0,Everton
Premier Lig,2023-2024,30.01.2024,Luton Town,4-0,Brighton
Premier Lig,2023-2024,30.01.2024,Crystal Palace,3-2,Sheffield Utd
Premier Lig,2023-2024,30.01.2024,Aston Villa,1-3,Newcastle
Premier Lig,2023-2024,31.01.2024,Tottenham,3-2,Brentford
Premier Lig,2023-2024,31.01.2024,Man. City,3-1,Burnley
Premier Lig,2023-2024,31.01.2024,Liverpool,4-1,Chelsea
Premier Lig,2023-2024,01.02.2024,West Ham,1-1,Bournemouth
Premier Lig,2023-2024,01.02.2024,Wolverhampton,3-4,Man. United
Premier Lig,2023-2024,03.02.2024,Everton,2-2,Tottenham
Premier Lig,2023-2024,03.02.2024,Brighton,4-1,Crystal Palace
Premier Lig,2023-2024,03.02.2024,Burnley,2-2,Fulham
Premier Lig,2023-2024,03.02.2024,Newcastle,4-4,Luton Town
Premier Lig,2023-2024,03.02.2024,Sheffield Utd,0-5,Aston Villa
Premier Lig,2023-2024,04.02.2024,Bournemouth,1-1,Not. Forest
Premier Lig,2023-2024,04.02.2024,Chelsea,2-4,Wolverhampton
Premier Lig,2023-2024,04.02.2024,Man. United,3-0,West Ham
Premier Lig,2023-2024,04.02.2024,Arsenal,3-1,Liverpool
Premier Lig,2023-2024,05.02.2024,Brentford,1-3,Man. City
Premier Lig,2023-2024,10.02.2024,Man. City,2-0,Everton
Premier Lig,2023-2024,10.02.2024,Fulham,3-1,Bournemouth
Premier Lig,2023-2024,10.02.2024,Liverpool,3-1,Burnley
Premier Lig,2023-2024,10.02.2024,Luton Town,1-3,Sheffield Utd
Premier Lig,2023-2024,10.02.2024,Tottenham,2-1,Brighton
Premier Lig,2023-2024,10.02.2024,Wolverhampton,0-2,Brentford
Premier Lig,2023-2024,10.02.2024,Not. Forest,2-3,Newcastle
Premier Lig,2023-2024,11.02.2024,West Ham,0-6,Arsenal
Premier Lig,2023-2024,11.02.2024,Aston Villa,1-2,Man. United
Premier Lig,2023-2024,12.02.2024,Crystal Palace,1-3,Chelsea
Premier Lig,2023-2024,17.02.2024,Brentford,1-4,Liverpool
Premier Lig,2023-2024,17.02.2024,Burnley,0-5,Arsenal
Premier Lig,2023-2024,17.02.2024,Fulham,1-2,Aston Villa
Premier Lig,2023-2024,17.02.2024,Newcastle,2-2,Bournemouth
Premier Lig,2023-2024,17.02.2024,Not. Forest,2-0,West Ham
Premier Lig,2023-2024,17.02.2024,Tottenham,1-2,Wolverhampton
Premier Lig,2023-2024,17.02.2024,Man. City,1-1,Chelsea
Premier Lig,2023-2024,18.02.2024,Sheffield Utd,0-5,Brighton
Premier Lig,2023-2024,18.02.2024,Luton Town,1-2,Man. United
Premier Lig,2023-2024,19.02.2024,Everton,1-1,Crystal Palace
Premier Lig,2023-2024,20.02.2024,Man. City,1-0,Brentford
Premier Lig,2023-2024,21.02.2024,Liverpool,4-1,Luton Town
Premier Lig,2023-2024,24.02.2024,Aston Villa,4-2,Not. Forest
Premier Lig,2023-2024,24.02.2024,Brighton,1-1,Everton
Premier Lig,2023-2024,24.02.2024,Crystal Palace,3-0,Burnley
Premier Lig,2023-2024,24.02.2024,Man. United,1-2,Fulham
Premier Lig,2023-2024,24.02.2024,Bournemouth,0-1,Man. City
Premier Lig,2023-2024,24.02.2024,Arsenal,4-1,Newcastle
Premier Lig,2023-2024,25.02.2024,Wolverhampton,1-0,Sheffield Utd
Premier Lig,2023-2024,26.02.2024,West Ham,4-2,Brentford
Premier Lig,2023-2024,02.03.2024,Brentford,2-2,Chelsea
Premier Lig,2023-2024,02.03.2024,Everton,1-3,West Ham
Premier Lig,2023-2024,02.03.2024,Fulham,3-0,Brighton
Premier Lig,2023-2024,02.03.2024,Newcastle,3-0,Wolverhampton
Premier Lig,2023-2024,02.03.2024,Not. Forest,0-1,Liverpool
Premier Lig,2023-2024,02.03.2024,Tottenham,3-1,Crystal Palace
Premier Lig,2023-2024,02.03.2024,Luton Town,2-3,Aston Villa
Premier Lig,2023-2024,03.03.2024,Burnley,0-2,Bournemouth
Premier Lig,2023-2024,03.03.2024,Man. City,3-1,Man. United
Premier Lig,2023-2024,04.03.2024,Sheffield Utd,0-6,Arsenal
Premier Lig,2023-2024,09.03.2024,Man. United,2-0,Everton
Premier Lig,2023-2024,09.03.2024,Bournemouth,2-2,Sheffield Utd
Premier Lig,2023-2024,09.03.2024,Crystal Palace,1-1,Luton Town
Premier Lig,2023-2024,09.03.2024,Wolverhampton,2-1,Fulham
Premier Lig,2023-2024,09.03.2024,Arsenal,2-1,Brentford
Premier Lig,2023-2024,10.03.2024,Aston Villa,0-4,Tottenham
Premier Lig,2023-2024,10.03.2024,Brighton,1-0,Not. Forest
Premier Lig,2023-2024,10.03.2024,West Ham,2-2,Burnley
Premier Lig,2023-2024,10.03.2024,Liverpool,1-1,Man. City
Premier Lig,2023-2024,11.03.2024,Chelsea,3-2,Newcastle
Premier Lig,2023-2024,13.03.2024,Bournemouth,4-3,Luton Town
Premier Lig,2023-2024,16.03.2024,Burnley,2-1,Brentford
Premier Lig,2023-2024,16.03.2024,Luton Town,1-1,Not. Forest
Premier Lig,2023-2024,16.03.2024,Fulham,3-0,Tottenham
Premier Lig,2023-2024,17.03.2024,West Ham,1-1,Aston Villa
Premier Lig,2023-2024,30.03.2024,Newcastle,4-3,West Ham
Premier Lig,2023-2024,30.03.2024,Bournemouth,2-1,Everton
Premier Lig,2023-2024,30.03.2024,Chelsea,2-2,Burnley
Premier Lig,2023-2024,30.03.2024,Not. Forest,1-1,Crystal Palace
Premier Lig,2023-2024,30.03.2024,Sheffield Utd,3-3,Fulham
Premier Lig,2023-2024,30.03.2024,Tottenham,2-1,Luton Town
Premier Lig,2023-2024,30.03.2024,Aston Villa,2-0,Wolverhampton
Premier Lig,2023-2024,30.03.2024,Brentford,1-1,Man. United
Premier Lig,2023-2024,31.03.2024,Liverpool,2-1,Brighton
Premier Lig,2023-2024,31.03.2024,Man. City,0-0,Arsenal
Premier Lig,2023-2024,02.04.2024,Not. Forest,3-1,Fulham
Premier Lig,2023-2024,02.04.2024,Newcastle,1-1,Everton
Premier Lig,2023-2024,02.04.2024,Bournemouth,1-0,Crystal Palace
Premier Lig,2023-2024,02.04.2024,Burnley,1-1,Wolverhampton
Premier Lig,2023-2024,02.04.2024,West Ham,1-1,Tottenham
Premier Lig,2023-2024,03.04.2024,Arsenal,2-0,Luton Town
Premier Lig,2023-2024,03.04.2024,Brentford,0-0,Brighton
Premier Lig,2023-2024,03.04.2024,Man. City,4-1,Aston Villa
Premier Lig,2023-2024,04.04.2024,Liverpool,3-1,Sheffield Utd
Premier Lig,2023-2024,04.04.2024,Chelsea,4-3,Man. United
Premier Lig,2023-2024,06.04.2024,Crystal Palace,2-4,Man. City
Premier Lig,2023-2024,06.04.2024,Aston Villa,3-3,Brentford
Premier Lig,2023-2024,06.04.2024,Everton,1-0,Burnley
Premier Lig,2023-2024,06.04.2024,Fulham,0-1,Newcastle
Premier Lig,2023-2024,06.04.2024,Luton Town,2-1,Bournemouth
Premier Lig,2023-2024,06.04.2024,Wolverhampton,1-2,West Ham
Premier Lig,2023-2024,06.04.2024,Brighton,0-3,Arsenal
Premier Lig,2023-2024,07.04.2024,Man. United,2-2,Liverpool
Premier Lig,2023-2024,07.04.2024,Sheffield Utd,2-2,Chelsea
Premier Lig,2023-2024,07.04.2024,Tottenham,3-1,Not. Forest
Premier Lig,2023-2024,13.04.2024,Newcastle,4-0,Tottenham
Premier Lig,2023-2024,13.04.2024,Brentford,2-0,Sheffield Utd
Premier Lig,2023-2024,13.04.2024,Burnley,1-1,Brighton
Premier Lig,2023-2024,13.04.2024,Man. City,5-1,Luton Town
Premier Lig,2023-2024,13.04.2024,Not. Forest,2-2,Wolverhampton
Premier Lig,2023-2024,13.04.2024,Bournemouth,2-2,Man. United
Premier Lig,2023-2024,14.04.2024,Liverpool,0-1,Crystal Palace
Premier Lig,2023-2024,14.04.2024,West Ham,0-2,Fulham
Premier Lig,2023-2024,14.04.2024,Arsenal,0-2,Aston Villa
Premier Lig,2023-2024,15.04.2024,Chelsea,6-0,Everton
Premier Lig,2023-2024,20.04.2024,Luton Town,1-5,Brentford
Premier Lig,2023-2024,20.04.2024,Sheffield Utd,1-4,Burnley
Premier Lig,2023-2024,20.04.2024,Wolverhampton,0-2,Arsenal
Premier Lig,2023-2024,21.04.2024,Everton,2-0,Not. Forest
Premier Lig,2023-2024,21.04.2024,Aston Villa,3-1,Bournemouth
Premier Lig,2023-2024,21.04.2024,Crystal Palace,5-2,West Ham
Premier Lig,2023-2024,21.04.2024,Fulham,1-3,Liverpool
Premier Lig,2023-2024,23.04.2024,Arsenal,5-0,Chelsea
Premier Lig,2023-2024,24.04.2024,Wolverhampton,0-1,Bournemouth
Premier Lig,2023-2024,24.04.2024,Crystal Palace,2-0,Newcastle
Premier Lig,2023-2024,24.04.2024,Everton,2-0,Liverpool
Premier Lig,2023-2024,24.04.2024,Man. United,4-2,Sheffield Utd
Premier Lig,2023-2024,25.04.2024,Brighton,0-4,Man. City
Premier Lig,2023-2024,27.04.2024,West Ham,2-2,Liverpool
Premier Lig,2023-2024,27.04.2024,Fulham,1-1,Crystal Palace
Premier Lig,2023-2024,27.04.2024,Man. United,1-1,Burnley
Premier Lig,2023-2024,27.04.2024,Newcastle,5-1,Sheffield Utd
Premier Lig,2023-2024,27.04.2024,Wolverhampton,2-1,Luton Town
Premier Lig,2023-2024,27.04.2024,Everton,1-0,Brentford
Premier Lig,2023-2024,27.04.2024,Aston Villa,2-2,Chelsea
Premier Lig,2023-2024,28.04.2024,Bournemouth,3-0,Brighton
Premier Lig,2023-2024,28.04.2024,Tottenham,2-3,Arsenal
Premier Lig,2023-2024,28.04.2024,Not. Forest,0-2,Man. City
Premier Lig,2023-2024,02.05.2024,Chelsea,2-0,Tottenham
Premier Lig,2023-2024,03.05.2024,Luton Town,1-1,Everton
Premier Lig,2023-2024,04.05.2024,Arsenal,3-0,Bournemouth
Premier Lig,2023-2024,04.05.2024,Brentford,0-0,Fulham
Premier Lig,2023-2024,04.05.2024,Burnley,1-4,Newcastle
Premier Lig,2023-2024,04.05.2024,Sheffield Utd,1-3,Not. Forest
Premier Lig,2023-2024,04.05.2024,Man. City,5-1,Wolverhampton
Premier Lig,2023-2024,05.05.2024,Brighton,1-0,Aston Villa
Premier Lig,2023-2024,05.05.2024,Chelsea,5-0,West Ham
Premier Lig,2023-2024,05.05.2024,Liverpool,4-2,Tottenham
Premier Lig,2023-2024,06.05.2024,Crystal Palace,4-0,Man. United
Premier Lig,2023-2024,11.05.2024,Fulham,0-4,Man. City
Premier Lig,2023-2024,11.05.2024,Bournemouth,1-2,Brentford
Premier Lig,2023-2024,11.05.2024,Everton,1-0,Sheffield Utd
Premier Lig,2023-2024,11.05.2024,Newcastle,1-1,Brighton
Premier Lig,2023-2024,11.05.2024,Tottenham,2-1,Burnley
Premier Lig,2023-2024,11.05.2024,West Ham,3-1,Luton Town
Premier Lig,2023-2024,11.05.2024,Wolverhampton,1-3,Crystal Palace
Premier Lig,2023-2024,11.05.2024,Not. Forest,2-3,Chelsea
Premier Lig,2023-2024,12.05.2024,Man. United,0-1,Arsenal
Premier Lig,2023-2024,13.05.2024,Aston Villa,3-3,Liverpool
Premier Lig,2023-2024,14.05.2024,Tottenham,0-2,Man. City
Premier Lig,2023-2024,15.05.2024,Brighton,1-2,Chelsea
Premier Lig,2023-2024,15.05.2024,Man. United,3-2,Newcastle
Premier Lig,2023-2024,19.05.2024,Arsenal,2-1,Everton
Premier Lig,2023-2024,19.05.2024,Brentford,2-4,Newcastle
Premier Lig,2023-2024,19.05.2024,Brighton,0-2,Man. United
Premier Lig,2023-2024,19.05.2024,Burnley,1-2,Not. Forest
Premier Lig,2023-2024,19.05.2024,Chelsea,2-1,Bournemouth
Premier Lig,2023-2024,19.05.2024,Crystal Palace,5-0,Aston Villa
Premier Lig,2023-2024,19.05.2024,Liverpool,2-0,Wolverhampton
Premier Lig,2023-2024,19.05.2024,Luton Town,2-4,Fulham
Premier Lig,2023-2024,19.05.2024,Man. City,3-1,West Ham
Premier Lig,2023-2024,19.05.2024,Sheffield Utd,0-3,Tottenham
Bundesliga,2022-2023,05.08.2022,E. Frankfurt,1-6,Bayern Münih
Bundesliga,2022-2023,06.08.2022,Union Berlin,3-1,Hertha Berlin
Bundesliga,2022-2023,06.08.2022,M'gladbach,3-1,Hoffenheim
Bundesliga,2022-2023,06.08.2022,Wolfsburg,2-2,Werder Bremen
Bundesliga,2022-2023,06.08.2022,Bochum,1-2,Mainz
Bundesliga,2022-2023,06.08.2022,Augsburg,0-4,Freiburg
Bundesliga,2022-2023,06.08.2022,B. Dortmund,1-0,B. Leverkusen
Bundesliga,2022-2023,07.08.2022,Stuttgart,1-1,Leipzig
Bundesliga,2022-2023,07.08.2022,Köln,3-1,Schalke 04
Bundesliga,2022-2023,12.08.2022,Freiburg,1-3,B. Dortmund
Bundesliga,2022-2023,13.08.2022,B. Leverkusen,1-2,Augsburg
Bundesliga,2022-2023,13.08.2022,Leipzig,2-2,Köln
Bundesliga,2022-2023,13.08.2022,Hoffenheim,3-2,Bochum
Bundesliga,2022-2023,13.08.2022,Hertha Berlin,1-1,E. Frankfurt
Bundesliga,2022-2023,13.08.2022,Werder Bremen,2-2,Stuttgart
Bundesliga,2022-2023,13.08.2022,Schalke 04,2-2,M'gladbach
Bundesliga,2022-2023,14.08.2022,Mainz,0-0,Union Berlin
Bundesliga,2022-2023,14.08.2022,Bayern Münih,2-0,Wolfsburg
Bundesliga,2022-2023,19.08.2022,M'gladbach,1-0,Hertha Berlin
Bundesliga,2022-2023,20.08.2022,B. Dortmund,2-3,Werder Bremen
Bundesliga,2022-2023,20.08.2022,B. Leverkusen,0-3,Hoffenheim
Bundesliga,2022-2023,20.08.2022,Wolfsburg,0-0,Schalke 04
Bundesliga,2022-2023,20.08.2022,Augsburg,1-2,Mainz
Bundesliga,2022-2023,20.08.2022,Stuttgart,0-1,Freiburg
Bundesliga,2022-2023,20.08.2022,Union Berlin,2-1,Leipzig
Bundesliga,2022-2023,21.08.2022,E. Frankfurt,1-1,Köln
Bundesliga,2022-2023,21.08.2022,Bochum,0-7,Bayern Münih
Bundesliga,2022-2023,26.08.2022,Freiburg,1-0,Bochum
Bundesliga,2022-2023,27.08.2022,Leipzig,2-0,Wolfsburg
Bundesliga,2022-2023,27.08.2022,Mainz,0-3,B. Leverkusen
Bundesliga,2022-2023,27.08.2022,Hoffenheim,1-0,Augsburg
Bundesliga,2022-2023,27.08.2022,Hertha Berlin,0-1,B. Dortmund
Bundesliga,2022-2023,27.08.2022,Schalke 04,1-6,Union Berlin
Bundesliga,2022-2023,27.08.2022,Bayern Münih,1-1,M'gladbach
Bundesliga,2022-2023,28.08.2022,Köln,0-0,Stuttgart
Bundesliga,2022-2023,28.08.2022,Werder Bremen,3-4,E. Frankfurt
Bundesliga,2022-2023,02.09.2022,B. Dortmund,1-0,Hoffenheim
Bundesliga,2022-2023,03.09.2022,B. Leverkusen,2-3,Freiburg
Bundesliga,2022-2023,03.09.2022,Union Berlin,1-1,Bayern Münih
Bundesliga,2022-2023,03.09.2022,Wolfsburg,2-4,Köln
Bundesliga,2022-2023,03.09.2022,Bochum,0-2,Werder Bremen
Bundesliga,2022-2023,03.09.2022,Stuttgart,1-1,Schalke 04
Bundesliga,2022-2023,03.09.2022,E. Frankfurt,4-0,Leipzig
Bundesliga,2022-2023,04.09.2022,Augsburg,0-2,Hertha Berlin
Bundesliga,2022-2023,04.09.2022,M'gladbach,0-1,Mainz
Bundesliga,2022-2023,09.09.2022,Werder Bremen,0-1,Augsburg
Bundesliga,2022-2023,10.09.2022,Bayern Münih,2-2,Stuttgart
Bundesliga,2022-2023,10.09.2022,Leipzig,3-0,B. Dortmund
Bundesliga,2022-2023,10.09.2022,Hoffenheim,4-1,Mainz
Bundesliga,2022-2023,10.09.2022,E. Frankfurt,0-1,Wolfsburg
Bundesliga,2022-2023,10.09.2022,Hertha Berlin,2-2,B. Leverkusen
Bundesliga,2022-2023,10.09.2022,Schalke 04,3-1,Bochum
Bundesliga,2022-2023,11.09.2022,Köln,0-1,Union Berlin
Bundesliga,2022-2023,11.09.2022,Freiburg,0-0,M'gladbach
Bundesliga,2022-2023,16.09.2022,Mainz,1-1,Hertha Berlin
Bundesliga,2022-2023,17.09.2022,Augsburg,1-0,Bayern Münih
Bundesliga,2022-2023,17.09.2022,B. Leverkusen,1-1,Werder Bremen
Bundesliga,2022-2023,17.09.2022,Stuttgart,1-3,E. Frankfurt
Bundesliga,2022-2023,17.09.2022,B. Dortmund,1-0,Schalke 04
Bundesliga,2022-2023,17.09.2022,M'gladbach,3-0,Leipzig
Bundesliga,2022-2023,18.09.2022,Union Berlin,2-0,Wolfsburg
Bundesliga,2022-2023,18.09.2022,Bochum,1-1,Köln
Bundesliga,2022-2023,18.09.2022,Hoffenheim,0-0,Freiburg
Bundesliga,2022-2023,30.09.2022,Bayern Münih,4-0,B. Leverkusen
Bundesliga,2022-2023,01.10.2022,Leipzig,4-0,Bochum
Bundesliga,2022-2023,01.10.2022,Freiburg,2-1,Mainz
Bundesliga,2022-2023,01.10.2022,Köln,3-2,B. Dortmund
Bundesliga,2022-2023,01.10.2022,E. Frankfurt,2-0,Union Berlin
Bundesliga,2022-2023,01.10.2022,Wolfsburg,3-2,Stuttgart
Bundesliga,2022-2023,01.10.2022,Werder Bremen,5-1,M'gladbach
Bundesliga,2022-2023,02.10.2022,Hertha Berlin,1-1,Hoffenheim
Bundesliga,2022-2023,02.10.2022,Schalke 04,2-3,Augsburg
Bundesliga,2022-2023,07.10.2022,Hoffenheim,1-2,Werder Bremen
Bundesliga,2022-2023,08.10.2022,B. Leverkusen,4-0,Schalke 04
Bundesliga,2022-2023,08.10.2022,Mainz,1-1,Leipzig
Bundesliga,2022-2023,08.10.2022,Bochum,3-0,E. Frankfurt
Bundesliga,2022-2023,08.10.2022,Augsburg,1-1,Wolfsburg
Bundesliga,2022-2023,08.10.2022,B. Dortmund,2-2,Bayern Münih
Bundesliga,2022-2023,09.10.2022,M'gladbach,5-2,Köln
Bundesliga,2022-2023,09.10.2022,Hertha Berlin,2-2,Freiburg
Bundesliga,2022-2023,09.10.2022,Stuttgart,0-1,Union Berlin
Bundesliga,2022-2023,14.10.2022,Schalke 04,0-3,Hoffenheim
Bundesliga,2022-2023,15.10.2022,E. Frankfurt,5-1,B. Leverkusen
Bundesliga,2022-2023,15.10.2022,Wolfsburg,2-2,M'gladbach
Bundesliga,2022-2023,15.10.2022,Stuttgart,4-1,Bochum
Bundesliga,2022-2023,15.10.2022,Werder Bremen,0-2,Mainz
Bundesliga,2022-2023,15.10.2022,Leipzig,3-2,Hertha Berlin
Bundesliga,2022-2023,16.10.2022,Köln,3-2,Augsburg
Bundesliga,2022-2023,16.10.2022,Union Berlin,2-0,B. Dortmund
Bundesliga,2022-2023,16.10.2022,Bayern Münih,5-0,Freiburg
Bundesliga,2022-2023,21.10.2022,Mainz,5-0,Köln
Bundesliga,2022-2023,22.10.2022,B. Dortmund,5-0,Stuttgart
Bundesliga,2022-2023,22.10.2022,B. Leverkusen,2-2,Wolfsburg
Bundesliga,2022-2023,22.10.2022,Freiburg,2-0,Werder Bremen
Bundesliga,2022-2023,22.10.2022,Hoffenheim,0-2,Bayern Münih
Bundesliga,2022-2023,22.10.2022,Augsburg,3-3,Leipzig
Bundesliga,2022-2023,22.10.2022,M'gladbach,1-3,E. Frankfurt
Bundesliga,2022-2023,23.10.2022,Bochum,2-1,Union Berlin
Bundesliga,2022-2023,23.10.2022,Hertha Berlin,2-1,Schalke 04
Bundesliga,2022-2023,28.10.2022,Werder Bremen,1-0,Hertha Berlin
Bundesliga,2022-2023,29.10.2022,Bayern Münih,6-2,Mainz
Bundesliga,2022-2023,29.10.2022,Leipzig,2-0,B. Leverkusen
Bundesliga,2022-2023,29.10.2022,Wolfsburg,4-0,Bochum
Bundesliga,2022-2023,29.10.2022,Stuttgart,2-1,Augsburg
Bundesliga,2022-2023,29.10.2022,E. Frankfurt,1-2,B. Dortmund
Bundesliga,2022-2023,30.10.2022,Union Berlin,2-1,M'gladbach
Bundesliga,2022-2023,30.10.2022,Schalke 04,0-2,Freiburg
Bundesliga,2022-2023,30.10.2022,Köln,1-1,Hoffenheim
Bundesliga,2022-2023,04.11.2022,M'gladbach,3-1,Stuttgart
Bundesliga,2022-2023,05.11.2022,B. Dortmund,3-0,Bochum
Bundesliga,2022-2023,05.11.2022,Mainz,0-3,Wolfsburg
Bundesliga,2022-2023,05.11.2022,Hoffenheim,1-3,Leipzig
Bundesliga,2022-2023,05.11.2022,Augsburg,1-2,E. Frankfurt
Bundesliga,2022-2023,05.11.2022,Hertha Berlin,2-3,Bayern Münih
Bundesliga,2022-2023,05.11.2022,Werder Bremen,2-1,Schalke 04
Bundesliga,2022-2023,06.11.2022,B. Leverkusen,5-0,Union Berlin
Bundesliga,2022-2023,06.11.2022,Freiburg,2-0,Köln
Bundesliga,2022-2023,08.11.2022,Wolfsburg,2-0,B. Dortmund
Bundesliga,2022-2023,08.11.2022,Bayern Münih,6-1,Werder Bremen
Bundesliga,2022-2023,08.11.2022,Bochum,2-1,M'gladbach
Bundesliga,2022-2023,08.11.2022,Stuttgart,2-1,Hertha Berlin
