LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
Bundesliga,2022-2023,09.11.2022,Köln,1-2,B. Leverkusen
Bundesliga,2022-2023,09.11.2022,Leipzig,3-1,Freiburg
Bundesliga,2022-2023,09.11.2022,Union Berlin,2-2,Augsburg
Bundesliga,2022-2023,09.11.2022,E. Frankfurt,4-2,Hoffenheim
Bundesliga,2022-2023,09.11.2022,Schalke 04,1-0,Mainz
Bundesliga,2022-2023,11.11.2022,M'gladbach,4-2,B. Dortmund
Bundesliga,2022-2023,12.11.2022,B. Leverkusen,2-0,Stuttgart
Bundesliga,2022-2023,12.11.2022,Hoffenheim,1-2,Wolfsburg
Bundesliga,2022-2023,12.11.2022,Augsburg,0-1,Bochum
Bundesliga,2022-2023,12.11.2022,Hertha Berlin,2-0,Köln
Bundesliga,2022-2023,12.11.2022,Werder Bremen,1-2,Leipzig
Bundesliga,2022-2023,12.11.2022,Schalke 04,0-2,Bayern Münih
Bundesliga,2022-2023,13.11.2022,Mainz,1-1,E. Frankfurt
Bundesliga,2022-2023,13.11.2022,Freiburg,4-1,Union Berlin
Bundesliga,2022-2023,20.01.2023,Leipzig,1-1,Bayern Münih
Bundesliga,2022-2023,21.01.2023,Union Berlin,3-1,Hoffenheim
Bundesliga,2022-2023,21.01.2023,E. Frankfurt,3-0,Schalke 04
Bundesliga,2022-2023,21.01.2023,Wolfsburg,6-0,Freiburg
Bundesliga,2022-2023,21.01.2023,Bochum,3-1,Hertha Berlin
Bundesliga,2022-2023,21.01.2023,Stuttgart,1-1,Mainz
Bundesliga,2022-2023,21.01.2023,Köln,7-1,Werder Bremen
Bundesliga,2022-2023,22.01.2023,B. Dortmund,4-3,Augsburg
Bundesliga,2022-2023,22.01.2023,M'gladbach,2-3,B. Leverkusen
Bundesliga,2022-2023,24.01.2023,Schalke 04,1-6,Leipzig
Bundesliga,2022-2023,24.01.2023,Bayern Münih,1-1,Köln
Bundesliga,2022-2023,24.01.2023,Hoffenheim,2-2,Stuttgart
Bundesliga,2022-2023,24.01.2023,Hertha Berlin,0-5,Wolfsburg
Bundesliga,2022-2023,25.01.2023,Mainz,1-2,B. Dortmund
Bundesliga,2022-2023,25.01.2023,B. Leverkusen,2-0,Bochum
Bundesliga,2022-2023,25.01.2023,Freiburg,1-1,E. Frankfurt
Bundesliga,2022-2023,25.01.2023,Augsburg,1-0,M'gladbach
Bundesliga,2022-2023,25.01.2023,Werder Bremen,1-2,Union Berlin
Bundesliga,2022-2023,27.01.2023,Leipzig,2-1,Stuttgart
Bundesliga,2022-2023,28.01.2023,Freiburg,3-1,Augsburg
Bundesliga,2022-2023,28.01.2023,Mainz,5-2,Bochum
Bundesliga,2022-2023,28.01.2023,Hoffenheim,1-4,M'gladbach
Bundesliga,2022-2023,28.01.2023,Hertha Berlin,0-2,Union Berlin
Bundesliga,2022-2023,28.01.2023,Werder Bremen,2-1,Wolfsburg
Bundesliga,2022-2023,28.01.2023,Bayern Münih,1-1,E. Frankfurt
Bundesliga,2022-2023,29.01.2023,Schalke 04,0-0,Köln
Bundesliga,2022-2023,29.01.2023,B. Leverkusen,0-2,B. Dortmund
Bundesliga,2022-2023,03.02.2023,Augsburg,1-0,B. Leverkusen
Bundesliga,2022-2023,04.02.2023,B. Dortmund,5-1,Freiburg
Bundesliga,2022-2023,04.02.2023,Union Berlin,2-1,Mainz
Bundesliga,2022-2023,04.02.2023,Köln,0-0,Leipzig
Bundesliga,2022-2023,04.02.2023,E. Frankfurt,3-0,Hertha Berlin
Bundesliga,2022-2023,04.02.2023,Bochum,5-2,Hoffenheim
Bundesliga,2022-2023,04.02.2023,M'gladbach,0-0,Schalke 04
Bundesliga,2022-2023,05.02.2023,Stuttgart,0-2,Werder Bremen
Bundesliga,2022-2023,05.02.2023,Wolfsburg,2-4,Bayern Münih
Bundesliga,2022-2023,10.02.2023,Schalke 04,0-0,Wolfsburg
Bundesliga,2022-2023,11.02.2023,Bayern Münih,3-0,Bochum
Bundesliga,2022-2023,11.02.2023,Freiburg,2-1,Stuttgart
Bundesliga,2022-2023,11.02.2023,Mainz,3-1,Augsburg
Bundesliga,2022-2023,11.02.2023,Hoffenheim,1-3,B. Leverkusen
Bundesliga,2022-2023,11.02.2023,Werder Bremen,0-2,B. Dortmund
Bundesliga,2022-2023,11.02.2023,Leipzig,1-2,Union Berlin
Bundesliga,2022-2023,12.02.2023,Hertha Berlin,4-1,M'gladbach
Bundesliga,2022-2023,12.02.2023,Köln,3-0,E. Frankfurt
Bundesliga,2022-2023,17.02.2023,Augsburg,1-0,Hoffenheim
Bundesliga,2022-2023,18.02.2023,M'gladbach,3-2,Bayern Münih
Bundesliga,2022-2023,18.02.2023,Wolfsburg,0-3,Leipzig
Bundesliga,2022-2023,18.02.2023,Bochum,0-2,Freiburg
Bundesliga,2022-2023,18.02.2023,Stuttgart,3-0,Köln
Bundesliga,2022-2023,18.02.2023,E. Frankfurt,2-0,Werder Bremen
Bundesliga,2022-2023,19.02.2023,Union Berlin,0-0,Schalke 04
Bundesliga,2022-2023,19.02.2023,B. Dortmund,4-1,Hertha Berlin
Bundesliga,2022-2023,19.02.2023,B. Leverkusen,2-3,Mainz
Bundesliga,2022-2023,24.02.2023,Mainz,4-0,M'gladbach
Bundesliga,2022-2023,25.02.2023,Leipzig,2-1,E. Frankfurt
Bundesliga,2022-2023,25.02.2023,Köln,0-2,Wolfsburg
Bundesliga,2022-2023,25.02.2023,Hoffenheim,0-1,B. Dortmund
Bundesliga,2022-2023,25.02.2023,Hertha Berlin,2-0,Augsburg
Bundesliga,2022-2023,25.02.2023,Werder Bremen,3-0,Bochum
Bundesliga,2022-2023,25.02.2023,Schalke 04,2-1,Stuttgart
Bundesliga,2022-2023,26.02.2023,Freiburg,1-1,B. Leverkusen
Bundesliga,2022-2023,26.02.2023,Bayern Münih,3-0,Union Berlin
Bundesliga,2022-2023,03.03.2023,B. Dortmund,2-1,Leipzig
Bundesliga,2022-2023,04.03.2023,Union Berlin,0-0,Köln
Bundesliga,2022-2023,04.03.2023,Mainz,1-0,Hoffenheim
Bundesliga,2022-2023,04.03.2023,M'gladbach,0-0,Freiburg
Bundesliga,2022-2023,04.03.2023,Bochum,0-2,Schalke 04
Bundesliga,2022-2023,04.03.2023,Augsburg,2-1,Werder Bremen
Bundesliga,2022-2023,04.03.2023,Stuttgart,1-2,Bayern Münih
Bundesliga,2022-2023,05.03.2023,B. Leverkusen,4-1,Hertha Berlin
Bundesliga,2022-2023,05.03.2023,Wolfsburg,2-2,E. Frankfurt
Bundesliga,2022-2023,10.03.2023,Köln,0-2,Bochum
Bundesliga,2022-2023,11.03.2023,Bayern Münih,5-3,Augsburg
Bundesliga,2022-2023,11.03.2023,Leipzig,3-0,M'gladbach
Bundesliga,2022-2023,11.03.2023,E. Frankfurt,1-1,Stuttgart
Bundesliga,2022-2023,11.03.2023,Hertha Berlin,1-1,Mainz
Bundesliga,2022-2023,11.03.2023,Schalke 04,2-2,B. Dortmund
Bundesliga,2022-2023,12.03.2023,Freiburg,2-1,Hoffenheim
Bundesliga,2022-2023,12.03.2023,Werder Bremen,2-3,B. Leverkusen
Bundesliga,2022-2023,12.03.2023,Wolfsburg,1-1,Union Berlin
Bundesliga,2022-2023,17.03.2023,M'gladbach,2-2,Werder Bremen
Bundesliga,2022-2023,18.03.2023,Hoffenheim,3-1,Hertha Berlin
Bundesliga,2022-2023,18.03.2023,Bochum,1-0,Leipzig
Bundesliga,2022-2023,18.03.2023,Augsburg,1-1,Schalke 04
Bundesliga,2022-2023,18.03.2023,Stuttgart,0-1,Wolfsburg
Bundesliga,2022-2023,18.03.2023,B. Dortmund,6-1,Köln
Bundesliga,2022-2023,19.03.2023,Union Berlin,2-0,E. Frankfurt
Bundesliga,2022-2023,19.03.2023,B. Leverkusen,2-1,Bayern Münih
Bundesliga,2022-2023,19.03.2023,Mainz,1-1,Freiburg
Bundesliga,2022-2023,31.03.2023,E. Frankfurt,1-1,Bochum
Bundesliga,2022-2023,01.04.2023,Leipzig,0-3,Mainz
Bundesliga,2022-2023,01.04.2023,Union Berlin,3-0,Stuttgart
Bundesliga,2022-2023,01.04.2023,Freiburg,1-1,Hertha Berlin
Bundesliga,2022-2023,01.04.2023,Wolfsburg,2-2,Augsburg
Bundesliga,2022-2023,01.04.2023,Schalke 04,0-3,B. Leverkusen
Bundesliga,2022-2023,01.04.2023,Bayern Münih,4-2,B. Dortmund
Bundesliga,2022-2023,02.04.2023,Köln,0-0,M'gladbach
Bundesliga,2022-2023,02.04.2023,Werder Bremen,1-2,Hoffenheim
Bundesliga,2022-2023,08.04.2023,B. Dortmund,2-1,Union Berlin
Bundesliga,2022-2023,08.04.2023,B. Leverkusen,3-1,E. Frankfurt
Bundesliga,2022-2023,08.04.2023,Freiburg,0-1,Bayern Münih
Bundesliga,2022-2023,08.04.2023,Mainz,2-2,Werder Bremen
Bundesliga,2022-2023,08.04.2023,Augsburg,1-3,Köln
Bundesliga,2022-2023,08.04.2023,Hertha Berlin,0-1,Leipzig
Bundesliga,2022-2023,09.04.2023,M'gladbach,2-0,Wolfsburg
Bundesliga,2022-2023,09.04.2023,Bochum,2-3,Stuttgart
Bundesliga,2022-2023,09.04.2023,Hoffenheim,2-0,Schalke 04
Bundesliga,2022-2023,14.04.2023,Schalke 04,5-2,Hertha Berlin
Bundesliga,2022-2023,15.04.2023,Bayern Münih,1-1,Hoffenheim
Bundesliga,2022-2023,15.04.2023,Leipzig,3-2,Augsburg
Bundesliga,2022-2023,15.04.2023,Köln,1-1,Mainz
Bundesliga,2022-2023,15.04.2023,Stuttgart,3-3,B. Dortmund
Bundesliga,2022-2023,15.04.2023,E. Frankfurt,1-1,M'gladbach
Bundesliga,2022-2023,16.04.2023,Werder Bremen,1-2,Freiburg
Bundesliga,2022-2023,16.04.2023,Union Berlin,1-1,Bochum
Bundesliga,2022-2023,16.04.2023,Wolfsburg,0-0,B. Leverkusen
Bundesliga,2022-2023,21.04.2023,Augsburg,1-1,Stuttgart
Bundesliga,2022-2023,22.04.2023,Mainz,3-1,Bayern Münih
Bundesliga,2022-2023,22.04.2023,Hoffenheim,1-3,Köln
Bundesliga,2022-2023,22.04.2023,Bochum,1-5,Wolfsburg
Bundesliga,2022-2023,22.04.2023,Hertha Berlin,2-4,Werder Bremen
Bundesliga,2022-2023,22.04.2023,B. Dortmund,4-0,E. Frankfurt
Bundesliga,2022-2023,23.04.2023,Freiburg,4-0,Schalke 04
Bundesliga,2022-2023,23.04.2023,B. Leverkusen,2-0,Leipzig
Bundesliga,2022-2023,23.04.2023,M'gladbach,0-1,Union Berlin
Bundesliga,2022-2023,28.04.2023,Bochum,1-1,B. Dortmund
Bundesliga,2022-2023,29.04.2023,Leipzig,1-0,Hoffenheim
Bundesliga,2022-2023,29.04.2023,Union Berlin,0-0,B. Leverkusen
Bundesliga,2022-2023,29.04.2023,Köln,0-1,Freiburg
Bundesliga,2022-2023,29.04.2023,E. Frankfurt,1-1,Augsburg
Bundesliga,2022-2023,29.04.2023,Stuttgart,2-1,M'gladbach
Bundesliga,2022-2023,29.04.2023,Schalke 04,2-1,Werder Bremen
Bundesliga,2022-2023,30.04.2023,Bayern Münih,2-0,Hertha Berlin
Bundesliga,2022-2023,30.04.2023,Wolfsburg,3-0,Mainz
Bundesliga,2022-2023,05.05.2023,B. Leverkusen,1-2,Köln
Bundesliga,2022-2023,05.05.2023,Mainz,2-3,Schalke 04
Bundesliga,2022-2023,06.05.2023,Freiburg,0-1,Leipzig
Bundesliga,2022-2023,06.05.2023,Hoffenheim,3-1,E. Frankfurt
Bundesliga,2022-2023,06.05.2023,M'gladbach,2-0,Bochum
Bundesliga,2022-2023,06.05.2023,Augsburg,1-0,Union Berlin
Bundesliga,2022-2023,06.05.2023,Hertha Berlin,2-1,Stuttgart
Bundesliga,2022-2023,06.05.2023,Werder Bremen,1-2,Bayern Münih
Bundesliga,2022-2023,07.05.2023,B. Dortmund,6-0,Wolfsburg
Bundesliga,2022-2023,12.05.2023,Köln,5-2,Hertha Berlin
Bundesliga,2022-2023,13.05.2023,Bayern Münih,6-0,Schalke 04
Bundesliga,2022-2023,13.05.2023,Union Berlin,4-2,Freiburg
Bundesliga,2022-2023,13.05.2023,E. Frankfurt,3-0,Mainz
Bundesliga,2022-2023,13.05.2023,Wolfsburg,2-1,Hoffenheim
Bundesliga,2022-2023,13.05.2023,Bochum,3-2,Augsburg
Bundesliga,2022-2023,13.05.2023,B. Dortmund,5-2,M'gladbach
Bundesliga,2022-2023,14.05.2023,Stuttgart,1-1,B. Leverkusen
Bundesliga,2022-2023,14.05.2023,Leipzig,2-1,Werder Bremen
Bundesliga,2022-2023,19.05.2023,Freiburg,2-0,Wolfsburg
Bundesliga,2022-2023,20.05.2023,Hoffenheim,4-2,Union Berlin
Bundesliga,2022-2023,20.05.2023,Hertha Berlin,1-1,Bochum
Bundesliga,2022-2023,20.05.2023,Schalke 04,2-2,E. Frankfurt
Bundesliga,2022-2023,20.05.2023,Werder Bremen,1-1,Köln
Bundesliga,2022-2023,20.05.2023,Bayern Münih,1-3,Leipzig
Bundesliga,2022-2023,21.05.2023,Mainz,1-4,Stuttgart
Bundesliga,2022-2023,21.05.2023,Augsburg,0-3,B. Dortmund
Bundesliga,2022-2023,21.05.2023,B. Leverkusen,2-2,M'gladbach
Bundesliga,2022-2023,27.05.2023,B. Dortmund,2-2,Mainz
Bundesliga,2022-2023,27.05.2023,Leipzig,4-2,Schalke 04
Bundesliga,2022-2023,27.05.2023,Union Berlin,1-0,Werder Bremen
Bundesliga,2022-2023,27.05.2023,Köln,1-2,Bayern Münih
Bundesliga,2022-2023,27.05.2023,M'gladbach,2-0,Augsburg
Bundesliga,2022-2023,27.05.2023,E. Frankfurt,2-1,Freiburg
Bundesliga,2022-2023,27.05.2023,Wolfsburg,1-2,Hertha Berlin
Bundesliga,2022-2023,27.05.2023,Bochum,3-0,B. Leverkusen
Bundesliga,2022-2023,27.05.2023,Stuttgart,1-1,Hoffenheim
Bundesliga,2023-2024,18.08.2023,Werder Bremen,0-4,Bayern Münih
Bundesliga,2023-2024,19.08.2023,B. Leverkusen,3-2,Leipzig
Bundesliga,2023-2024,19.08.2023,Wolfsburg,2-0,Heidenheim
Bundesliga,2023-2024,19.08.2023,Hoffenheim,1-2,Freiburg
Bundesliga,2023-2024,19.08.2023,Augsburg,4-4,M'gladbach
Bundesliga,2023-2024,19.08.2023,Stuttgart,5-0,Bochum
Bundesliga,2023-2024,19.08.2023,B. Dortmund,1-0,Köln
Bundesliga,2023-2024,20.08.2023,Union Berlin,4-1,Mainz
Bundesliga,2023-2024,20.08.2023,E. Frankfurt,1-0,Darmstadt 98
Bundesliga,2023-2024,25.08.2023,Leipzig,5-1,Stuttgart
Bundesliga,2023-2024,26.08.2023,Freiburg,1-0,Werder Bremen
Bundesliga,2023-2024,26.08.2023,Köln,1-2,Wolfsburg
Bundesliga,2023-2024,26.08.2023,Bochum,1-1,B. Dortmund
Bundesliga,2023-2024,26.08.2023,Heidenheim,2-3,Hoffenheim
Bundesliga,2023-2024,26.08.2023,Darmstadt 98,1-4,Union Berlin
Bundesliga,2023-2024,26.08.2023,M'gladbach,0-3,B. Leverkusen
Bundesliga,2023-2024,27.08.2023,Mainz,1-1,E. Frankfurt
Bundesliga,2023-2024,27.08.2023,Bayern Münih,3-1,Augsburg
Bundesliga,2023-2024,01.09.2023,B. Dortmund,2-2,Heidenheim
Bundesliga,2023-2024,02.09.2023,B. Leverkusen,5-1,Darmstadt 98
Bundesliga,2023-2024,02.09.2023,Hoffenheim,3-1,Wolfsburg
Bundesliga,2023-2024,02.09.2023,Werder Bremen,4-0,Mainz
Bundesliga,2023-2024,02.09.2023,Augsburg,2-2,Bochum
Bundesliga,2023-2024,02.09.2023,Stuttgart,5-0,Freiburg
Bundesliga,2023-2024,02.09.2023,M'gladbach,1-2,Bayern Münih
Bundesliga,2023-2024,03.09.2023,E. Frankfurt,1-1,Köln
Bundesliga,2023-2024,03.09.2023,Union Berlin,0-3,Leipzig
Bundesliga,2023-2024,15.09.2023,Bayern Münih,2-2,B. Leverkusen
Bundesliga,2023-2024,16.09.2023,Leipzig,3-0,Augsburg
Bundesliga,2023-2024,16.09.2023,Freiburg,2-4,B. Dortmund
Bundesliga,2023-2024,16.09.2023,Wolfsburg,2-1,Union Berlin
Bundesliga,2023-2024,16.09.2023,Mainz,1-3,Stuttgart
Bundesliga,2023-2024,16.09.2023,Köln,1-3,Hoffenheim
Bundesliga,2023-2024,16.09.2023,Bochum,1-1,E. Frankfurt
Bundesliga,2023-2024,17.09.2023,Heidenheim,4-2,Werder Bremen
Bundesliga,2023-2024,17.09.2023,Darmstadt 98,3-3,M'gladbach
Bundesliga,2023-2024,22.09.2023,Stuttgart,3-1,Darmstadt 98
Bundesliga,2023-2024,23.09.2023,Bayern Münih,7-0,Bochum
Bundesliga,2023-2024,23.09.2023,B. Dortmund,1-0,Wolfsburg
Bundesliga,2023-2024,23.09.2023,Union Berlin,0-2,Hoffenheim
Bundesliga,2023-2024,23.09.2023,M'gladbach,0-1,Leipzig
Bundesliga,2023-2024,23.09.2023,Augsburg,2-1,Mainz
Bundesliga,2023-2024,23.09.2023,Werder Bremen,2-1,Köln
Bundesliga,2023-2024,24.09.2023,B. Leverkusen,4-1,Heidenheim
Bundesliga,2023-2024,24.09.2023,E. Frankfurt,0-0,Freiburg
Bundesliga,2023-2024,29.09.2023,Hoffenheim,1-3,B. Dortmund
Bundesliga,2023-2024,30.09.2023,Wolfsburg,2-0,E. Frankfurt
Bundesliga,2023-2024,30.09.2023,Mainz,0-3,B. Leverkusen
Bundesliga,2023-2024,30.09.2023,Köln,0-2,Stuttgart
Bundesliga,2023-2024,30.09.2023,Bochum,1-3,M'gladbach
Bundesliga,2023-2024,30.09.2023,Heidenheim,1-0,Union Berlin
Bundesliga,2023-2024,30.09.2023,Leipzig,2-2,Bayern Münih
Bundesliga,2023-2024,01.10.2023,Darmstadt 98,4-2,Werder Bremen
Bundesliga,2023-2024,01.10.2023,Freiburg,2-0,Augsburg
Bundesliga,2023-2024,06.10.2023,M'gladbach,2-2,Mainz
Bundesliga,2023-2024,07.10.2023,B. Dortmund,4-2,Union Berlin
Bundesliga,2023-2024,07.10.2023,Leipzig,0-0,Bochum
Bundesliga,2023-2024,07.10.2023,Augsburg,1-2,Darmstadt 98
Bundesliga,2023-2024,07.10.2023,Stuttgart,3-1,Wolfsburg
Bundesliga,2023-2024,07.10.2023,Werder Bremen,2-3,Hoffenheim
Bundesliga,2023-2024,08.10.2023,B. Leverkusen,3-0,Köln
Bundesliga,2023-2024,08.10.2023,Bayern Münih,3-0,Freiburg
Bundesliga,2023-2024,08.10.2023,E. Frankfurt,2-0,Heidenheim
Bundesliga,2023-2024,20.10.2023,B. Dortmund,1-0,Werder Bremen
Bundesliga,2023-2024,21.10.2023,Union Berlin,0-3,Stuttgart
Bundesliga,2023-2024,21.10.2023,Freiburg,2-1,Bochum
Bundesliga,2023-2024,21.10.2023,Wolfsburg,1-2,B. Leverkusen
Bundesliga,2023-2024,21.10.2023,Hoffenheim,1-3,E. Frankfurt
Bundesliga,2023-2024,21.10.2023,Darmstadt 98,1-3,Leipzig
Bundesliga,2023-2024,21.10.2023,Mainz,1-3,Bayern Münih
Bundesliga,2023-2024,22.10.2023,Köln,3-1,M'gladbach
Bundesliga,2023-2024,22.10.2023,Heidenheim,2-5,Augsburg
Bundesliga,2023-2024,27.10.2023,Bochum,2-2,Mainz
Bundesliga,2023-2024,28.10.2023,Bayern Münih,8-0,Darmstadt 98
Bundesliga,2023-2024,28.10.2023,M'gladbach,2-1,Heidenheim
Bundesliga,2023-2024,28.10.2023,Werder Bremen,2-0,Union Berlin
Bundesliga,2023-2024,28.10.2023,Augsburg,3-2,Wolfsburg
Bundesliga,2023-2024,28.10.2023,Stuttgart,2-3,Hoffenheim
Bundesliga,2023-2024,28.10.2023,Leipzig,6-0,Köln
Bundesliga,2023-2024,29.10.2023,E. Frankfurt,3-3,B. Dortmund
Bundesliga,2023-2024,29.10.2023,B. Leverkusen,2-1,Freiburg
Bundesliga,2023-2024,03.11.2023,Darmstadt 98,1-2,Bochum
Bundesliga,2023-2024,04.11.2023,Union Berlin,0-3,E. Frankfurt
Bundesliga,2023-2024,04.11.2023,Freiburg,3-3,M'gladbach
Bundesliga,2023-2024,04.11.2023,Mainz,2-0,Leipzig
Bundesliga,2023-2024,04.11.2023,Köln,1-1,Augsburg
Bundesliga,2023-2024,04.11.2023,Hoffenheim,2-3,B. Leverkusen
Bundesliga,2023-2024,04.11.2023,B. Dortmund,0-4,Bayern Münih
Bundesliga,2023-2024,05.11.2023,Wolfsburg,2-2,Werder Bremen
Bundesliga,2023-2024,05.11.2023,Heidenheim,2-0,Stuttgart
Bundesliga,2023-2024,10.11.2023,M'gladbach,4-0,Wolfsburg
Bundesliga,2023-2024,11.11.2023,Bayern Münih,4-2,Heidenheim
Bundesliga,2023-2024,11.11.2023,Augsburg,1-1,Hoffenheim
Bundesliga,2023-2024,11.11.2023,Stuttgart,2-1,B. Dortmund
Bundesliga,2023-2024,11.11.2023,Darmstadt 98,0-0,Mainz
Bundesliga,2023-2024,11.11.2023,Bochum,1-1,Köln
Bundesliga,2023-2024,12.11.2023,B. Leverkusen,4-0,Union Berlin
Bundesliga,2023-2024,12.11.2023,Werder Bremen,2-2,E. Frankfurt
Bundesliga,2023-2024,12.11.2023,Leipzig,3-1,Freiburg
Bundesliga,2023-2024,24.11.2023,Köln,0-1,Bayern Münih
Bundesliga,2023-2024,25.11.2023,B. Dortmund,4-2,M'gladbach
Bundesliga,2023-2024,25.11.2023,Union Berlin,1-1,Augsburg
Bundesliga,2023-2024,25.11.2023,Freiburg,1-1,Darmstadt 98
Bundesliga,2023-2024,25.11.2023,Wolfsburg,2-1,Leipzig
Bundesliga,2023-2024,25.11.2023,Werder Bremen,0-3,B. Leverkusen
Bundesliga,2023-2024,25.11.2023,E. Frankfurt,1-2,Stuttgart
Bundesliga,2023-2024,26.11.2023,Heidenheim,0-0,Bochum
Bundesliga,2023-2024,26.11.2023,Hoffenheim,1-1,Mainz
Bundesliga,2023-2024,01.12.2023,Darmstadt 98,0-1,Köln
Bundesliga,2023-2024,02.12.2023,Leipzig,2-1,Heidenheim
Bundesliga,2023-2024,02.12.2023,M'gladbach,2-1,Hoffenheim
Bundesliga,2023-2024,02.12.2023,Bochum,3-1,Wolfsburg
Bundesliga,2023-2024,02.12.2023,Stuttgart,2-0,Werder Bremen
Bundesliga,2023-2024,03.12.2023,Mainz,0-1,Freiburg
Bundesliga,2023-2024,03.12.2023,B. Leverkusen,1-1,B. Dortmund
Bundesliga,2023-2024,03.12.2023,Augsburg,2-1,E. Frankfurt
Bundesliga,2023-2024,08.12.2023,Hoffenheim,3-1,Bochum
Bundesliga,2023-2024,09.12.2023,Union Berlin,3-1,M'gladbach
Bundesliga,2023-2024,09.12.2023,E. Frankfurt,5-1,Bayern Münih
Bundesliga,2023-2024,09.12.2023,Wolfsburg,0-1,Freiburg
Bundesliga,2023-2024,09.12.2023,Werder Bremen,2-0,Augsburg
Bundesliga,2023-2024,09.12.2023,Heidenheim,3-2,Darmstadt 98
Bundesliga,2023-2024,09.12.2023,B. Dortmund,2-3,Leipzig
Bundesliga,2023-2024,10.12.2023,Stuttgart,1-1,B. Leverkusen
Bundesliga,2023-2024,10.12.2023,Köln,0-0,Mainz
Bundesliga,2023-2024,15.12.2023,M'gladbach,2-2,Werder Bremen
Bundesliga,2023-2024,16.12.2023,Mainz,0-1,Heidenheim
Bundesliga,2023-2024,16.12.2023,Bochum,3-0,Union Berlin
Bundesliga,2023-2024,16.12.2023,Augsburg,1-1,B. Dortmund
Bundesliga,2023-2024,16.12.2023,Darmstadt 98,0-1,Wolfsburg
Bundesliga,2023-2024,16.12.2023,Leipzig,3-1,Hoffenheim
Bundesliga,2023-2024,17.12.2023,Freiburg,2-0,Köln
Bundesliga,2023-2024,17.12.2023,B. Leverkusen,3-0,E. Frankfurt
Bundesliga,2023-2024,17.12.2023,Bayern Münih,3-0,Stuttgart
Bundesliga,2023-2024,19.12.2023,Werder Bremen,1-1,Leipzig
Bundesliga,2023-2024,19.12.2023,B. Dortmund,1-1,Mainz
Bundesliga,2023-2024,19.12.2023,Hoffenheim,3-3,Darmstadt 98
Bundesliga,2023-2024,20.12.2023,Union Berlin,2-0,Köln
Bundesliga,2023-2024,20.12.2023,B. Leverkusen,4-0,Bochum
Bundesliga,2023-2024,20.12.2023,E. Frankfurt,2-1,M'gladbach
Bundesliga,2023-2024,20.12.2023,Wolfsburg,1-2,Bayern Münih
Bundesliga,2023-2024,20.12.2023,Stuttgart,3-0,Augsburg
Bundesliga,2023-2024,20.12.2023,Heidenheim,3-2,Freiburg
Bundesliga,2023-2024,12.01.2024,Bayern Münih,3-0,Hoffenheim
Bundesliga,2023-2024,13.01.2024,Leipzig,0-1,E. Frankfurt
Bundesliga,2023-2024,13.01.2024,Freiburg,0-0,Union Berlin
Bundesliga,2023-2024,13.01.2024,Mainz,1-1,Wolfsburg
Bundesliga,2023-2024,13.01.2024,Köln,1-1,Heidenheim
Bundesliga,2023-2024,13.01.2024,Augsburg,0-1,B. Leverkusen
Bundesliga,2023-2024,13.01.2024,Darmstadt 98,0-3,B. Dortmund
Bundesliga,2023-2024,14.01.2024,Bochum,1-1,Werder Bremen
Bundesliga,2023-2024,14.01.2024,M'gladbach,3-1,Stuttgart
Bundesliga,2023-2024,20.01.2024,Freiburg,3-2,Hoffenheim
Bundesliga,2023-2024,20.01.2024,Köln,0-4,B. Dortmund
Bundesliga,2023-2024,20.01.2024,Bochum,1-0,Stuttgart
Bundesliga,2023-2024,20.01.2024,Heidenheim,1-1,Wolfsburg
Bundesliga,2023-2024,20.01.2024,Darmstadt 98,2-2,E. Frankfurt
Bundesliga,2023-2024,20.01.2024,Leipzig,2-3,B. Leverkusen
Bundesliga,2023-2024,21.01.2024,Bayern Münih,0-1,Werder Bremen
Bundesliga,2023-2024,21.01.2024,M'gladbach,1-2,Augsburg
Bundesliga,2023-2024,24.01.2024,Bayern Münih,1-0,Union Berlin
Bundesliga,2023-2024,26.01.2024,E. Frankfurt,1-0,Mainz
Bundesliga,2023-2024,27.01.2024,Wolfsburg,1-1,Köln
Bundesliga,2023-2024,27.01.2024,Hoffenheim,1-1,Heidenheim
Bundesliga,2023-2024,27.01.2024,Werder Bremen,3-1,Freiburg
Bundesliga,2023-2024,27.01.2024,Augsburg,2-3,Bayern Münih
Bundesliga,2023-2024,27.01.2024,Stuttgart,5-2,Leipzig
Bundesliga,2023-2024,27.01.2024,B. Leverkusen,0-0,M'gladbach
Bundesliga,2023-2024,28.01.2024,Union Berlin,1-0,Darmstadt 98
Bundesliga,2023-2024,28.01.2024,B. Dortmund,3-1,Bochum
Bundesliga,2023-2024,02.02.2024,Heidenheim,0-0,B. Dortmund
Bundesliga,2023-2024,03.02.2024,Bayern Münih,3-1,M'gladbach
Bundesliga,2023-2024,03.02.2024,Freiburg,1-3,Stuttgart
Bundesliga,2023-2024,03.02.2024,Mainz,0-1,Werder Bremen
Bundesliga,2023-2024,03.02.2024,Bochum,1-1,Augsburg
Bundesliga,2023-2024,03.02.2024,Darmstadt 98,0-2,B. Leverkusen
Bundesliga,2023-2024,03.02.2024,Köln,2-0,E. Frankfurt
Bundesliga,2023-2024,04.02.2024,Wolfsburg,2-2,Hoffenheim
Bundesliga,2023-2024,04.02.2024,Leipzig,2-0,Union Berlin
Bundesliga,2023-2024,07.02.2024,Mainz,1-1,Union Berlin
Bundesliga,2023-2024,09.02.2024,B. Dortmund,3-0,Freiburg
