LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
Süper Lig,2001-2002,15.09.2001,Antalyaspor,1-0,Denizlispor
Süper Lig,2001-2002,16.09.2001,Göztepe,2-1,Ankaragücü
Süper Lig,2001-2002,16.09.2001,Trabzonspor,1-2,Samsunspor
Süper Lig,2001-2002,16.09.2001,Gaziantepspor,0-2,Ç. Rizespor
Süper Lig,2001-2002,16.09.2001,Gençlerbirliği,2-2,Kocaelispor
Süper Lig,2001-2002,21.09.2001,Kocaelispor,2-0,Göztepe
Süper Lig,2001-2002,22.09.2001,Denizlispor,4-1,Malatyaspor
Süper Lig,2001-2002,22.09.2001,Galatasaray,2-0,Fenerbahçe
Süper Lig,2001-2002,22.09.2001,Bursaspor,2-1,Samsunspor
Süper Lig,2001-2002,23.09.2001,Yozgatspor AŞ,0-2,Gençlerbirliği
Süper Lig,2001-2002,23.09.2001,Ankaragücü,3-4,Beşiktaş
Süper Lig,2001-2002,23.09.2001,Ç. Rizespor,1-1,Antalyaspor
Süper Lig,2001-2002,23.09.2001,İstanbulspor,2-1,Trabzonspor
Süper Lig,2001-2002,28.09.2001,Trabzonspor,2-2,Ankaragücü
Süper Lig,2001-2002,29.09.2001,Malatyaspor,2-1,Ç. Rizespor
Süper Lig,2001-2002,29.09.2001,Fenerbahçe,2-1,Denizlispor
Süper Lig,2001-2002,29.09.2001,Diyarbakırspor,1-1,Samsunspor
Süper Lig,2001-2002,30.09.2001,Göztepe,0-0,Yozgatspor AŞ
Süper Lig,2001-2002,30.09.2001,Beşiktaş,4-2,Kocaelispor
Süper Lig,2001-2002,30.09.2001,Gaziantepspor,2-3,Antalyaspor
Süper Lig,2001-2002,30.09.2001,Gençlerbirliği,1-3,Galatasaray
Süper Lig,2001-2002,30.09.2001,Bursaspor,1-2,İstanbulspor
Süper Lig,2001-2002,10.10.2001,Samsunspor,2-1,Beşiktaş
Süper Lig,2001-2002,10.10.2001,Diyarbakırspor,2-3,Gaziantepspor
Süper Lig,2001-2002,12.10.2001,Galatasaray,4-1,Göztepe
Süper Lig,2001-2002,13.10.2001,Denizlispor,4-1,Gençlerbirliği
Süper Lig,2001-2002,13.10.2001,Ankaragücü,0-1,Bursaspor
Süper Lig,2001-2002,13.10.2001,Kocaelispor,1-0,Trabzonspor
Süper Lig,2001-2002,13.10.2001,Antalyaspor,2-1,Malatyaspor
Süper Lig,2001-2002,14.10.2001,Yozgatspor AŞ,1-3,Beşiktaş
Süper Lig,2001-2002,14.10.2001,İstanbulspor,1-0,Diyarbakırspor
Süper Lig,2001-2002,14.10.2001,Gaziantepspor,1-0,Samsunspor
Süper Lig,2001-2002,14.10.2001,Ç. Rizespor,1-2,Fenerbahçe
Süper Lig,2001-2002,19.10.2001,Diyarbakırspor,2-1,Ankaragücü
Süper Lig,2001-2002,20.10.2001,İstanbulspor,0-1,Samsunspor
Süper Lig,2001-2002,20.10.2001,Fenerbahçe,3-2,Antalyaspor
Süper Lig,2001-2002,20.10.2001,Trabzonspor,2-0,Yozgatspor AŞ
Süper Lig,2001-2002,20.10.2001,Gaziantepspor,1-0,Malatyaspor
Süper Lig,2001-2002,21.10.2001,Göztepe,1-1,Denizlispor
Süper Lig,2001-2002,21.10.2001,Beşiktaş,2-2,Galatasaray
Süper Lig,2001-2002,21.10.2001,Gençlerbirliği,2-2,Ç. Rizespor
Süper Lig,2001-2002,21.10.2001,Bursaspor,2-1,Kocaelispor
Süper Lig,2001-2002,26.10.2001,Kocaelispor,3-1,Diyarbakırspor
Süper Lig,2001-2002,27.10.2001,Malatyaspor,1-3,Fenerbahçe
Süper Lig,2001-2002,27.10.2001,Yozgatspor AŞ,3-4,Bursaspor
Süper Lig,2001-2002,27.10.2001,Galatasaray,3-1,Trabzonspor
Süper Lig,2001-2002,27.10.2001,Ç. Rizespor,0-0,Göztepe
Süper Lig,2001-2002,28.10.2001,İstanbulspor,0-1,Gaziantepspor
Süper Lig,2001-2002,28.10.2001,Denizlispor,3-3,Beşiktaş
Süper Lig,2001-2002,28.10.2001,Ankaragücü,2-0,Samsunspor
Süper Lig,2001-2002,28.10.2001,Antalyaspor,2-2,Gençlerbirliği
Süper Lig,2001-2002,02.11.2001,Bursaspor,5-0,Galatasaray
Süper Lig,2001-2002,03.11.2001,İstanbulspor,1-2,Ankaragücü
Süper Lig,2001-2002,03.11.2001,Beşiktaş,2-1,Ç. Rizespor
Süper Lig,2001-2002,03.11.2001,Gençlerbirliği,1-2,Malatyaspor
Süper Lig,2001-2002,03.11.2001,Kocaelispor,0-1,Samsunspor
Süper Lig,2001-2002,04.11.2001,Göztepe,0-0,Antalyaspor
Süper Lig,2001-2002,04.11.2001,Trabzonspor,2-2,Denizlispor
Süper Lig,2001-2002,04.11.2001,Gaziantepspor,0-2,Fenerbahçe
Süper Lig,2001-2002,04.11.2001,Diyarbakırspor,1-1,Yozgatspor AŞ
Süper Lig,2001-2002,16.11.2001,Antalyaspor,1-4,Beşiktaş
Süper Lig,2001-2002,17.11.2001,Ankaragücü,1-1,Gaziantepspor
Süper Lig,2001-2002,17.11.2001,Ç. Rizespor,1-1,Trabzonspor
Süper Lig,2001-2002,17.11.2001,Yozgatspor AŞ,2-0,Samsunspor
Süper Lig,2001-2002,17.11.2001,Galatasaray,5-1,Diyarbakırspor
Süper Lig,2001-2002,18.11.2001,Denizlispor,0-0,Bursaspor
Süper Lig,2001-2002,18.11.2001,Malatyaspor,3-1,Göztepe
Süper Lig,2001-2002,18.11.2001,Kocaelispor,2-0,İstanbulspor
Süper Lig,2001-2002,18.11.2001,Fenerbahçe,2-0,Gençlerbirliği
Süper Lig,2001-2002,23.11.2001,Göztepe,0-5,Fenerbahçe
Süper Lig,2001-2002,24.11.2001,Trabzonspor,2-0,Antalyaspor
Süper Lig,2001-2002,24.11.2001,Diyarbakırspor,3-0,Denizlispor
Süper Lig,2001-2002,24.11.2001,İstanbulspor,2-0,Yozgatspor AŞ
Süper Lig,2001-2002,24.11.2001,Galatasaray,2-0,Samsunspor
Süper Lig,2001-2002,25.11.2001,Gaziantepspor,5-0,Gençlerbirliği
Süper Lig,2001-2002,25.11.2001,Ankaragücü,2-0,Kocaelispor
Süper Lig,2001-2002,25.11.2001,Bursaspor,1-0,Ç. Rizespor
Süper Lig,2001-2002,25.11.2001,Beşiktaş,3-1,Malatyaspor
Süper Lig,2001-2002,30.11.2001,Galatasaray,4-1,İstanbulspor
Süper Lig,2001-2002,01.12.2001,Denizlispor,4-1,Samsunspor
Süper Lig,2001-2002,01.12.2001,Ç. Rizespor,2-0,Diyarbakırspor
Süper Lig,2001-2002,01.12.2001,Yozgatspor AŞ,0-2,Ankaragücü
Süper Lig,2001-2002,01.12.2001,Kocaelispor,0-0,Gaziantepspor
Süper Lig,2001-2002,02.12.2001,Gençlerbirliği,0-1,Göztepe
Süper Lig,2001-2002,02.12.2001,Malatyaspor,1-0,Trabzonspor
Süper Lig,2001-2002,02.12.2001,Antalyaspor,3-0,Bursaspor
Süper Lig,2001-2002,02.12.2001,Fenerbahçe,1-2,Beşiktaş
Süper Lig,2001-2002,07.12.2001,Beşiktaş,1-0,Gençlerbirliği
Süper Lig,2001-2002,08.12.2001,İstanbulspor,1-1,Denizlispor
Süper Lig,2001-2002,08.12.2001,Bursaspor,1-0,Malatyaspor
Süper Lig,2001-2002,08.12.2001,Göztepe,1-3,Gaziantepspor
Süper Lig,2001-2002,08.12.2001,Trabzonspor,2-1,Fenerbahçe
Süper Lig,2001-2002,09.12.2001,Diyarbakırspor,3-1,Antalyaspor
Süper Lig,2001-2002,09.12.2001,Ç. Rizespor,1-0,Samsunspor
Süper Lig,2001-2002,09.12.2001,Yozgatspor AŞ,4-0,Kocaelispor
Süper Lig,2001-2002,09.12.2001,Ankaragücü,2-1,Galatasaray
Süper Lig,2001-2002,14.12.2001,Fenerbahçe,3-1,Bursaspor
Süper Lig,2001-2002,15.12.2001,Denizlispor,3-4,Ankaragücü
Süper Lig,2001-2002,15.12.2001,Gaziantepspor,3-2,Yozgatspor AŞ
Süper Lig,2001-2002,15.12.2001,Antalyaspor,1-1,Samsunspor
Süper Lig,2001-2002,15.12.2001,Göztepe,0-6,Beşiktaş
Süper Lig,2001-2002,16.12.2001,Gençlerbirliği,1-1,Trabzonspor
Süper Lig,2001-2002,16.12.2001,Malatyaspor,1-3,Diyarbakırspor
Süper Lig,2001-2002,16.12.2001,Ç. Rizespor,1-1,İstanbulspor
Süper Lig,2001-2002,21.12.2001,Diyarbakırspor,2-1,Fenerbahçe
Süper Lig,2001-2002,22.12.2001,Trabzonspor,3-0,Göztepe
Süper Lig,2001-2002,22.12.2001,Ankaragücü,1-1,Ç. Rizespor
Süper Lig,2001-2002,22.12.2001,Malatyaspor,1-3,Samsunspor
Süper Lig,2001-2002,22.12.2001,İstanbulspor,4-1,Antalyaspor
Süper Lig,2001-2002,22.12.2001,Bursaspor,0-1,Gençlerbirliği
Süper Lig,2001-2002,22.12.2001,Kocaelispor,2-1,Denizlispor
Süper Lig,2001-2002,22.12.2001,Beşiktaş,3-1,Gaziantepspor
Süper Lig,2001-2002,23.12.2001,Yozgatspor AŞ,3-3,Galatasaray
Süper Lig,2001-2002,15.01.2002,Galatasaray,5-1,Kocaelispor
Süper Lig,2001-2002,18.01.2002,Samsunspor,1-0,Fenerbahçe
Süper Lig,2001-2002,19.01.2002,Ankaragücü,2-0,Antalyaspor
Süper Lig,2001-2002,19.01.2002,Diyarbakırspor,1-2,Gençlerbirliği
Süper Lig,2001-2002,19.01.2002,Malatyaspor,2-0,İstanbulspor
Süper Lig,2001-2002,19.01.2002,Galatasaray,2-0,Gaziantepspor
Süper Lig,2001-2002,20.01.2002,Bursaspor,0-0,Göztepe
Süper Lig,2001-2002,20.01.2002,Kocaelispor,2-1,Ç. Rizespor
Süper Lig,2001-2002,20.01.2002,Yozgatspor AŞ,0-1,Denizlispor
Süper Lig,2001-2002,20.01.2002,Trabzonspor,0-5,Beşiktaş
Süper Lig,2001-2002,22.01.2002,Malatyaspor,4-1,Ankaragücü
Süper Lig,2001-2002,22.01.2002,Fenerbahçe,2-0,İstanbulspor
Süper Lig,2001-2002,23.01.2002,Gaziantepspor,5-2,Trabzonspor
Süper Lig,2001-2002,23.01.2002,Samsunspor,0-2,Gençlerbirliği
Süper Lig,2001-2002,23.01.2002,Ç. Rizespor,1-1,Yozgatspor AŞ
Süper Lig,2001-2002,23.01.2002,Antalyaspor,2-0,Kocaelispor
Süper Lig,2001-2002,23.01.2002,Göztepe,3-1,Diyarbakırspor
Süper Lig,2001-2002,23.01.2002,Denizlispor,1-1,Galatasaray
Süper Lig,2001-2002,24.01.2002,Beşiktaş,2-1,Bursaspor
Süper Lig,2001-2002,26.01.2002,Ankaragücü,3-2,Fenerbahçe
Süper Lig,2001-2002,27.01.2002,Denizlispor,5-2,Gaziantepspor
Süper Lig,2001-2002,27.01.2002,Samsunspor,1-2,Göztepe
Süper Lig,2001-2002,27.01.2002,Malatyaspor,2-1,Kocaelispor
Süper Lig,2001-2002,27.01.2002,İstanbulspor,0-0,Gençlerbirliği
Süper Lig,2001-2002,27.01.2002,Bursaspor,2-2,Trabzonspor
Süper Lig,2001-2002,27.01.2002,Yozgatspor AŞ,3-2,Antalyaspor
Süper Lig,2001-2002,27.01.2002,Diyarbakırspor,0-0,Beşiktaş
Süper Lig,2001-2002,27.01.2002,Galatasaray,4-1,Ç. Rizespor
Süper Lig,2001-2002,01.02.2002,Fenerbahçe,3-0,Kocaelispor
Süper Lig,2001-2002,02.02.2002,Trabzonspor,0-2,Diyarbakırspor
Süper Lig,2001-2002,02.02.2002,Gaziantepspor,5-2,Bursaspor
Süper Lig,2001-2002,02.02.2002,Ç. Rizespor,3-1,Denizlispor
Süper Lig,2001-2002,02.02.2002,Beşiktaş,0-0,Samsunspor
Süper Lig,2001-2002,03.02.2002,Gençlerbirliği,0-1,Ankaragücü
Süper Lig,2001-2002,03.02.2002,Malatyaspor,2-1,Yozgatspor AŞ
Süper Lig,2001-2002,03.02.2002,Göztepe,0-0,İstanbulspor
Süper Lig,2001-2002,03.02.2002,Antalyaspor,1-1,Galatasaray
Süper Lig,2001-2002,08.02.2002,Galatasaray,1-0,Malatyaspor
Süper Lig,2001-2002,09.02.2002,Denizlispor,3-2,Antalyaspor
Süper Lig,2001-2002,09.02.2002,Ankaragücü,4-2,Göztepe
Süper Lig,2001-2002,09.02.2002,Diyarbakırspor,2-3,Bursaspor
Süper Lig,2001-2002,09.02.2002,Yozgatspor AŞ,1-2,Fenerbahçe
Süper Lig,2001-2002,10.02.2002,İstanbulspor,1-2,Beşiktaş
Süper Lig,2001-2002,10.02.2002,Samsunspor,1-2,Trabzonspor
Süper Lig,2001-2002,10.02.2002,Ç. Rizespor,1-0,Gaziantepspor
Süper Lig,2001-2002,10.02.2002,Kocaelispor,0-1,Gençlerbirliği
Süper Lig,2001-2002,15.02.2002,Gaziantepspor,0-1,Diyarbakırspor
Süper Lig,2001-2002,16.02.2002,Gençlerbirliği,3-2,Yozgatspor AŞ
Süper Lig,2001-2002,16.02.2002,Samsunspor,2-3,Bursaspor
Süper Lig,2001-2002,16.02.2002,Malatyaspor,0-0,Denizlispor
Süper Lig,2001-2002,16.02.2002,Fenerbahçe,1-0,Galatasaray
Süper Lig,2001-2002,17.02.2002,Trabzonspor,2-0,İstanbulspor
Süper Lig,2001-2002,17.02.2002,Antalyaspor,2-2,Ç. Rizespor
Süper Lig,2001-2002,17.02.2002,Göztepe,3-0,Kocaelispor
Süper Lig,2001-2002,17.02.2002,Beşiktaş,1-2,Ankaragücü
Süper Lig,2001-2002,22.02.2002,Kocaelispor,0-2,Beşiktaş
Süper Lig,2001-2002,23.02.2002,Samsunspor,0-0,Diyarbakırspor
Süper Lig,2001-2002,23.02.2002,İstanbulspor,3-0,Bursaspor
Süper Lig,2001-2002,23.02.2002,Antalyaspor,3-3,Gaziantepspor
Süper Lig,2001-2002,23.02.2002,Galatasaray,3-1,Gençlerbirliği
Süper Lig,2001-2002,24.02.2002,Ankaragücü,4-2,Trabzonspor
Süper Lig,2001-2002,24.02.2002,Ç. Rizespor,0-0,Malatyaspor
Süper Lig,2001-2002,24.02.2002,Yozgatspor AŞ,1-1,Göztepe
Süper Lig,2001-2002,24.02.2002,Denizlispor,1-2,Fenerbahçe
Süper Lig,2001-2002,01.03.2002,Fenerbahçe,2-1,Ç. Rizespor
Süper Lig,2001-2002,02.03.2002,Trabzonspor,1-2,Kocaelispor
Süper Lig,2001-2002,02.03.2002,Gençlerbirliği,4-2,Denizlispor
Süper Lig,2001-2002,02.03.2002,Samsunspor,2-1,Gaziantepspor
Süper Lig,2001-2002,02.03.2002,Beşiktaş,4-2,Yozgatspor AŞ
Süper Lig,2001-2002,03.03.2002,Diyarbakırspor,1-0,İstanbulspor
Süper Lig,2001-2002,03.03.2002,Malatyaspor,2-1,Antalyaspor
Süper Lig,2001-2002,03.03.2002,Bursaspor,2-1,Ankaragücü
Süper Lig,2001-2002,03.03.2002,Göztepe,2-0,Galatasaray
Süper Lig,2001-2002,08.03.2002,Ankaragücü,1-1,Diyarbakırspor
Süper Lig,2001-2002,09.03.2002,Samsunspor,0-1,İstanbulspor
Süper Lig,2001-2002,09.03.2002,Ç. Rizespor,1-2,Gençlerbirliği
Süper Lig,2001-2002,09.03.2002,Yozgatspor AŞ,2-3,Trabzonspor
Süper Lig,2001-2002,09.03.2002,Galatasaray,1-0,Beşiktaş
Süper Lig,2001-2002,10.03.2002,Denizlispor,2-1,Göztepe
Süper Lig,2001-2002,10.03.2002,Malatyaspor,1-1,Gaziantepspor
Süper Lig,2001-2002,10.03.2002,Kocaelispor,1-2,Bursaspor
Süper Lig,2001-2002,10.03.2002,Antalyaspor,0-1,Fenerbahçe
Süper Lig,2001-2002,15.03.2002,Beşiktaş,2-2,Denizlispor
Süper Lig,2001-2002,16.03.2002,Gaziantepspor,2-2,İstanbulspor
Süper Lig,2001-2002,16.03.2002,Göztepe,2-3,Ç. Rizespor
Süper Lig,2001-2002,16.03.2002,Bursaspor,3-1,Yozgatspor AŞ
Süper Lig,2001-2002,17.03.2002,Gençlerbirliği,1-0,Antalyaspor
Süper Lig,2001-2002,17.03.2002,Samsunspor,2-0,Ankaragücü
Süper Lig,2001-2002,17.03.2002,Diyarbakırspor,1-1,Kocaelispor
Süper Lig,2001-2002,17.03.2002,Fenerbahçe,2-2,Malatyaspor
Süper Lig,2001-2002,22.03.2002,Fenerbahçe,4-1,Gaziantepspor
Süper Lig,2001-2002,23.03.2002,Denizlispor,2-1,Trabzonspor
Süper Lig,2001-2002,23.03.2002,Samsunspor,0-0,Kocaelispor
Süper Lig,2001-2002,23.03.2002,Yozgatspor AŞ,2-0,Diyarbakırspor
Süper Lig,2001-2002,23.03.2002,Galatasaray,2-1,Bursaspor
Süper Lig,2001-2002,24.03.2002,Ankaragücü,4-2,İstanbulspor
Süper Lig,2001-2002,24.03.2002,Malatyaspor,1-0,Gençlerbirliği
Süper Lig,2001-2002,24.03.2002,Antalyaspor,2-0,Göztepe
Süper Lig,2001-2002,24.03.2002,Ç. Rizespor,1-3,Beşiktaş
Süper Lig,2001-2002,29.03.2002,Beşiktaş,0-0,Antalyaspor
Süper Lig,2001-2002,30.03.2002,Trabzonspor,2-1,Ç. Rizespor
Süper Lig,2001-2002,30.03.2002,Gaziantepspor,1-1,Ankaragücü
Süper Lig,2001-2002,30.03.2002,İstanbulspor,0-1,Kocaelispor
Süper Lig,2001-2002,30.03.2002,Diyarbakırspor,0-0,Galatasaray
Süper Lig,2001-2002,31.03.2002,Samsunspor,0-0,Yozgatspor AŞ
Süper Lig,2001-2002,31.03.2002,Bursaspor,3-3,Denizlispor
Süper Lig,2001-2002,31.03.2002,Göztepe,2-1,Malatyaspor
Süper Lig,2001-2002,31.03.2002,Gençlerbirliği,1-1,Fenerbahçe
Süper Lig,2001-2002,03.04.2002,Trabzonspor,0-2,Galatasaray
Süper Lig,2001-2002,05.04.2002,Fenerbahçe,3-0,Göztepe
Süper Lig,2001-2002,06.04.2002,Denizlispor,2-1,Diyarbakırspor
Süper Lig,2001-2002,06.04.2002,Ç. Rizespor,3-1,Bursaspor
Süper Lig,2001-2002,06.04.2002,Gençlerbirliği,1-1,Gaziantepspor
Süper Lig,2001-2002,07.04.2002,Malatyaspor,0-1,Beşiktaş
Süper Lig,2001-2002,07.04.2002,Kocaelispor,4-4,Ankaragücü
Süper Lig,2001-2002,07.04.2002,Antalyaspor,4-2,Trabzonspor
Süper Lig,2001-2002,07.04.2002,Yozgatspor AŞ,1-1,İstanbulspor
Süper Lig,2001-2002,07.04.2002,Samsunspor,0-1,Galatasaray
Süper Lig,2001-2002,12.04.2002,Trabzonspor,0-0,Malatyaspor
Süper Lig,2001-2002,13.04.2002,Ankaragücü,1-1,Yozgatspor AŞ
Süper Lig,2001-2002,13.04.2002,Samsunspor,3-4,Denizlispor
Süper Lig,2001-2002,13.04.2002,İstanbulspor,0-2,Galatasaray
Süper Lig,2001-2002,13.04.2002,Göztepe,1-1,Gençlerbirliği
Süper Lig,2001-2002,14.04.2002,Gaziantepspor,3-5,Kocaelispor
Süper Lig,2001-2002,14.04.2002,Diyarbakırspor,1-0,Ç. Rizespor
Süper Lig,2001-2002,14.04.2002,Bursaspor,0-1,Antalyaspor
Süper Lig,2001-2002,14.04.2002,Beşiktaş,0-2,Fenerbahçe
Süper Lig,2001-2002,20.04.2002,Gençlerbirliği,1-1,Beşiktaş
Süper Lig,2001-2002,21.04.2002,Denizlispor,1-1,İstanbulspor
Süper Lig,2001-2002,21.04.2002,Gaziantepspor,4-0,Göztepe
Süper Lig,2001-2002,21.04.2002,Samsunspor,1-0,Ç. Rizespor
Süper Lig,2001-2002,21.04.2002,Malatyaspor,2-1,Bursaspor
Süper Lig,2001-2002,21.04.2002,Kocaelispor,4-3,Yozgatspor AŞ
Süper Lig,2001-2002,21.04.2002,Antalyaspor,0-0,Diyarbakırspor
Süper Lig,2001-2002,21.04.2002,Fenerbahçe,3-0,Trabzonspor
Süper Lig,2001-2002,21.04.2002,Galatasaray,2-0,Ankaragücü
Süper Lig,2001-2002,27.04.2002,Trabzonspor,0-0,Gençlerbirliği
Süper Lig,2001-2002,27.04.2002,Beşiktaş,1-2,Göztepe
Süper Lig,2001-2002,27.04.2002,Ankaragücü,1-1,Denizlispor
Süper Lig,2001-2002,27.04.2002,Samsunspor,2-0,Antalyaspor
Süper Lig,2001-2002,27.04.2002,Diyarbakırspor,0-0,Malatyaspor
Süper Lig,2001-2002,27.04.2002,İstanbulspor,3-1,Ç. Rizespor
Süper Lig,2001-2002,27.04.2002,Yozgatspor AŞ,1-2,Gaziantepspor
Süper Lig,2001-2002,28.04.2002,Bursaspor,0-1,Fenerbahçe
Süper Lig,2001-2002,28.04.2002,Kocaelispor,0-2,Galatasaray
Süper Lig,2001-2002,03.05.2002,Göztepe,4-2,Trabzonspor
Süper Lig,2001-2002,04.05.2002,Fenerbahçe,3-1,Diyarbakırspor
Süper Lig,2001-2002,04.05.2002,Denizlispor,4-0,Kocaelispor
Süper Lig,2001-2002,04.05.2002,Gaziantepspor,1-0,Beşiktaş
Süper Lig,2001-2002,04.05.2002,Gençlerbirliği,3-2,Bursaspor
Süper Lig,2001-2002,04.05.2002,Samsunspor,1-1,Malatyaspor
Süper Lig,2001-2002,04.05.2002,Ç. Rizespor,3-2,Ankaragücü
Süper Lig,2001-2002,04.05.2002,Antalyaspor,2-0,İstanbulspor
Süper Lig,2001-2002,04.05.2002,Galatasaray,5-0,Yozgatspor AŞ
Süper Lig,2002-2003,09.08.2002,Trabzonspor,0-0,Fenerbahçe
Süper Lig,2002-2003,10.08.2002,İstanbulspor,2-2,Adanaspor
Süper Lig,2002-2003,10.08.2002,Ankaragücü,1-1,Malatyaspor
Süper Lig,2002-2003,10.08.2002,Diyarbakırspor,1-1,Altay
Süper Lig,2002-2003,10.08.2002,Bursaspor,2-2,Beşiktaş
Süper Lig,2002-2003,11.08.2002,Göztepe,2-1,Elazığspor
Süper Lig,2002-2003,11.08.2002,Gaziantepspor,1-1,Denizlispor
Süper Lig,2002-2003,11.08.2002,Galatasaray,4-1,Samsunspor
Süper Lig,2002-2003,11.08.2002,Kocaelispor,1-3,Gençlerbirliği
Süper Lig,2002-2003,16.08.2002,Denizlispor,1-3,Galatasaray
Süper Lig,2002-2003,17.08.2002,Elazığspor,2-0,Trabzonspor
Süper Lig,2002-2003,17.08.2002,Beşiktaş,2-1,Kocaelispor
Süper Lig,2002-2003,17.08.2002,Gençlerbirliği,4-1,İstanbulspor
Süper Lig,2002-2003,17.08.2002,Samsunspor,1-0,Bursaspor
Süper Lig,2002-2003,17.08.2002,Malatyaspor,1-1,Gaziantepspor
Süper Lig,2002-2003,18.08.2002,Fenerbahçe,1-0,Ankaragücü
Süper Lig,2002-2003,18.08.2002,Adanaspor,2-1,Diyarbakırspor
Süper Lig,2002-2003,18.08.2002,Altay,4-2,Göztepe
Süper Lig,2002-2003,24.08.2002,İstanbulspor,1-2,Beşiktaş
Süper Lig,2002-2003,24.08.2002,Göztepe,1-4,Adanaspor
Süper Lig,2002-2003,24.08.2002,Trabzonspor,0-0,Altay
Süper Lig,2002-2003,24.08.2002,Kocaelispor,1-2,Samsunspor
Süper Lig,2002-2003,25.08.2002,Denizlispor,1-0,Malatyaspor
Süper Lig,2002-2003,25.08.2002,Galatasaray,2-0,Bursaspor
Süper Lig,2002-2003,25.08.2002,Ankaragücü,3-1,Elazığspor
Süper Lig,2002-2003,25.08.2002,Diyarbakırspor,1-4,Gençlerbirliği
Süper Lig,2002-2003,30.08.2002,Beşiktaş,2-0,Diyarbakırspor
Süper Lig,2002-2003,31.08.2002,Malatyaspor,2-2,Galatasaray
Süper Lig,2002-2003,31.08.2002,Altay,2-3,Ankaragücü
Süper Lig,2002-2003,31.08.2002,Bursaspor,4-2,Kocaelispor
Süper Lig,2002-2003,31.08.2002,Adanaspor,0-1,Trabzonspor
Süper Lig,2002-2003,01.09.2002,Elazığspor,1-3,Gaziantepspor
Süper Lig,2002-2003,01.09.2002,Fenerbahçe,3-2,Denizlispor
Süper Lig,2002-2003,01.09.2002,Gençlerbirliği,3-1,Göztepe
Süper Lig,2002-2003,01.09.2002,Samsunspor,1-2,İstanbulspor
Süper Lig,2002-2003,11.09.2002,Gaziantepspor,3-3,Fenerbahçe
Süper Lig,2002-2003,13.09.2002,Galatasaray,2-0,Kocaelispor
Süper Lig,2002-2003,14.09.2002,Malatyaspor,2-0,Fenerbahçe
Süper Lig,2002-2003,14.09.2002,Trabzonspor,1-1,Gençlerbirliği
Süper Lig,2002-2003,14.09.2002,Denizlispor,3-1,Elazığspor
Süper Lig,2002-2003,14.09.2002,Ankaragücü,1-1,Adanaspor
Süper Lig,2002-2003,15.09.2002,İstanbulspor,1-1,Bursaspor
Süper Lig,2002-2003,15.09.2002,Gaziantepspor,2-1,Altay
Süper Lig,2002-2003,15.09.2002,Diyarbakırspor,1-1,Samsunspor
Süper Lig,2002-2003,15.09.2002,Göztepe,2-2,Beşiktaş
Süper Lig,2002-2003,21.09.2002,Elazığspor,2-1,Malatyaspor
Süper Lig,2002-2003,21.09.2002,Samsunspor,0-0,Göztepe
Süper Lig,2002-2003,21.09.2002,Bursaspor,4-1,Diyarbakırspor
Süper Lig,2002-2003,21.09.2002,Adanaspor,0-2,Gaziantepspor
Süper Lig,2002-2003,22.09.2002,Altay,3-1,Denizlispor
Süper Lig,2002-2003,22.09.2002,Gençlerbirliği,0-1,Ankaragücü
Süper Lig,2002-2003,22.09.2002,Beşiktaş,0-0,Trabzonspor
Süper Lig,2002-2003,22.09.2002,Kocaelispor,0-1,İstanbulspor
Süper Lig,2002-2003,27.09.2002,Galatasaray,2-0,İstanbulspor
Süper Lig,2002-2003,28.09.2002,Trabzonspor,0-1,Samsunspor
Süper Lig,2002-2003,28.09.2002,Denizlispor,2-0,Adanaspor
Süper Lig,2002-2003,28.09.2002,Ankaragücü,0-1,Beşiktaş
Süper Lig,2002-2003,28.09.2002,Diyarbakırspor,1-1,Kocaelispor
Süper Lig,2002-2003,29.09.2002,Malatyaspor,6-0,Altay
Süper Lig,2002-2003,29.09.2002,Göztepe,1-1,Bursaspor
Süper Lig,2002-2003,29.09.2002,Gaziantepspor,2-0,Gençlerbirliği
Süper Lig,2002-2003,29.09.2002,Fenerbahçe,4-2,Elazığspor
Süper Lig,2002-2003,05.10.2002,Elazığspor,0-0,Galatasaray
Süper Lig,2002-2003,05.10.2002,İstanbulspor,1-0,Diyarbakırspor
Süper Lig,2002-2003,05.10.2002,Bursaspor,1-2,Trabzonspor
Süper Lig,2002-2003,05.10.2002,Adanaspor,1-1,Malatyaspor
Süper Lig,2002-2003,06.10.2002,Beşiktaş,0-0,Gaziantepspor
Süper Lig,2002-2003,06.10.2002,Gençlerbirliği,0-0,Denizlispor
Süper Lig,2002-2003,06.10.2002,Samsunspor,1-0,Ankaragücü
Süper Lig,2002-2003,06.10.2002,Kocaelispor,1-3,Göztepe
Süper Lig,2002-2003,06.10.2002,Altay,1-3,Fenerbahçe
Süper Lig,2002-2003,18.10.2002,Fenerbahçe,1-1,Adanaspor
Süper Lig,2002-2003,19.10.2002,Malatyaspor,5-4,Gençlerbirliği
Süper Lig,2002-2003,19.10.2002,Gaziantepspor,4-2,Samsunspor
Süper Lig,2002-2003,19.10.2002,Galatasaray,1-0,Diyarbakırspor
Süper Lig,2002-2003,19.10.2002,Göztepe,1-1,İstanbulspor
Süper Lig,2002-2003,20.10.2002,Elazığspor,2-0,Altay
Süper Lig,2002-2003,20.10.2002,Trabzonspor,2-0,Kocaelispor
Süper Lig,2002-2003,20.10.2002,Denizlispor,1-2,Beşiktaş
