LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
Bundesliga,2016-2017,18.03.2017,Augsburg,1-1,Freiburg
Bundesliga,2016-2017,18.03.2017,Werder Bremen,3-0,Leipzig
Bundesliga,2016-2017,18.03.2017,Hoffenheim,1-0,B. Leverkusen
Bundesliga,2016-2017,18.03.2017,E. Frankfurt,0-0,Hamburg
Bundesliga,2016-2017,19.03.2017,Mainz,0-1,Schalke 04
Bundesliga,2016-2017,19.03.2017,M'gladbach,0-1,Bayern Münih
Bundesliga,2016-2017,31.03.2017,Hertha Berlin,1-3,Hoffenheim
Bundesliga,2016-2017,01.04.2017,Bayern Münih,6-0,Augsburg
Bundesliga,2016-2017,01.04.2017,Schalke 04,1-1,B. Dortmund
Bundesliga,2016-2017,01.04.2017,Hamburg,2-1,Köln
Bundesliga,2016-2017,01.04.2017,Freiburg,2-5,Werder Bremen
Bundesliga,2016-2017,01.04.2017,Leipzig,4-0,Darmstadt 98
Bundesliga,2016-2017,01.04.2017,E. Frankfurt,0-0,M'gladbach
Bundesliga,2016-2017,02.04.2017,Ingolstadt,2-1,Mainz
Bundesliga,2016-2017,02.04.2017,B. Leverkusen,3-3,Wolfsburg
Bundesliga,2016-2017,04.04.2017,B. Dortmund,3-0,Hamburg
Bundesliga,2016-2017,04.04.2017,Köln,1-0,E. Frankfurt
Bundesliga,2016-2017,04.04.2017,Werder Bremen,3-0,Schalke 04
Bundesliga,2016-2017,04.04.2017,Hoffenheim,1-0,Bayern Münih
Bundesliga,2016-2017,05.04.2017,M'gladbach,1-0,Hertha Berlin
Bundesliga,2016-2017,05.04.2017,Mainz,2-3,Leipzig
Bundesliga,2016-2017,05.04.2017,Wolfsburg,0-1,Freiburg
Bundesliga,2016-2017,05.04.2017,Augsburg,2-3,Ingolstadt
Bundesliga,2016-2017,05.04.2017,Darmstadt 98,0-2,B. Leverkusen
Bundesliga,2016-2017,07.04.2017,E. Frankfurt,2-2,Werder Bremen
Bundesliga,2016-2017,08.04.2017,Schalke 04,4-1,Wolfsburg
Bundesliga,2016-2017,08.04.2017,Köln,2-3,M'gladbach
Bundesliga,2016-2017,08.04.2017,Hamburg,2-1,Hoffenheim
Bundesliga,2016-2017,08.04.2017,Freiburg,1-0,Mainz
Bundesliga,2016-2017,08.04.2017,Leipzig,1-0,B. Leverkusen
Bundesliga,2016-2017,08.04.2017,Bayern Münih,4-1,B. Dortmund
Bundesliga,2016-2017,09.04.2017,Hertha Berlin,2-0,Augsburg
Bundesliga,2016-2017,09.04.2017,Ingolstadt,3-2,Darmstadt 98
Bundesliga,2016-2017,15.04.2017,B. Dortmund,3-1,E. Frankfurt
Bundesliga,2016-2017,15.04.2017,Mainz,1-0,Hertha Berlin
Bundesliga,2016-2017,15.04.2017,Wolfsburg,3-0,Ingolstadt
Bundesliga,2016-2017,15.04.2017,Augsburg,2-1,Köln
Bundesliga,2016-2017,15.04.2017,Hoffenheim,5-3,M'gladbach
Bundesliga,2016-2017,15.04.2017,Leipzig,4-0,Freiburg
Bundesliga,2016-2017,15.04.2017,B. Leverkusen,0-0,Bayern Münih
Bundesliga,2016-2017,16.04.2017,Werder Bremen,2-1,Hamburg
Bundesliga,2016-2017,16.04.2017,Darmstadt 98,2-1,Schalke 04
Bundesliga,2016-2017,21.04.2017,Köln,1-1,Hoffenheim
Bundesliga,2016-2017,22.04.2017,Bayern Münih,2-2,Mainz
Bundesliga,2016-2017,22.04.2017,Hertha Berlin,1-0,Wolfsburg
Bundesliga,2016-2017,22.04.2017,Hamburg,1-2,Darmstadt 98
Bundesliga,2016-2017,22.04.2017,Ingolstadt,2-4,Werder Bremen
Bundesliga,2016-2017,22.04.2017,E. Frankfurt,3-1,Augsburg
Bundesliga,2016-2017,22.04.2017,M'gladbach,2-3,B. Dortmund
Bundesliga,2016-2017,23.04.2017,Freiburg,2-1,B. Leverkusen
Bundesliga,2016-2017,23.04.2017,Schalke 04,1-1,Leipzig
Bundesliga,2016-2017,28.04.2017,B. Leverkusen,1-4,Schalke 04
Bundesliga,2016-2017,29.04.2017,B. Dortmund,0-0,Köln
Bundesliga,2016-2017,29.04.2017,Mainz,1-2,M'gladbach
Bundesliga,2016-2017,29.04.2017,Werder Bremen,2-0,Hertha Berlin
Bundesliga,2016-2017,29.04.2017,Darmstadt 98,3-0,Freiburg
Bundesliga,2016-2017,29.04.2017,Leipzig,0-0,Ingolstadt
Bundesliga,2016-2017,29.04.2017,Wolfsburg,0-6,Bayern Münih
Bundesliga,2016-2017,30.04.2017,Augsburg,4-0,Hamburg
Bundesliga,2016-2017,30.04.2017,Hoffenheim,1-0,E. Frankfurt
Bundesliga,2016-2017,05.05.2017,Köln,4-3,Werder Bremen
Bundesliga,2016-2017,06.05.2017,Bayern Münih,1-0,Darmstadt 98
Bundesliga,2016-2017,06.05.2017,B. Dortmund,2-1,Hoffenheim
Bundesliga,2016-2017,06.05.2017,M'gladbach,1-1,Augsburg
Bundesliga,2016-2017,06.05.2017,Ingolstadt,1-1,B. Leverkusen
Bundesliga,2016-2017,06.05.2017,E. Frankfurt,0-2,Wolfsburg
Bundesliga,2016-2017,06.05.2017,Hertha Berlin,1-4,Leipzig
Bundesliga,2016-2017,07.05.2017,Hamburg,0-0,Mainz
Bundesliga,2016-2017,07.05.2017,Freiburg,2-0,Schalke 04
Bundesliga,2016-2017,13.05.2017,B. Leverkusen,2-2,Köln
Bundesliga,2016-2017,13.05.2017,Schalke 04,1-1,Hamburg
Bundesliga,2016-2017,13.05.2017,Mainz,4-2,E. Frankfurt
Bundesliga,2016-2017,13.05.2017,Wolfsburg,1-1,M'gladbach
Bundesliga,2016-2017,13.05.2017,Augsburg,1-1,B. Dortmund
Bundesliga,2016-2017,13.05.2017,Werder Bremen,3-5,Hoffenheim
Bundesliga,2016-2017,13.05.2017,Darmstadt 98,0-2,Hertha Berlin
Bundesliga,2016-2017,13.05.2017,Freiburg,1-1,Ingolstadt
Bundesliga,2016-2017,13.05.2017,Leipzig,4-5,Bayern Münih
Bundesliga,2016-2017,20.05.2017,Bayern Münih,4-1,Freiburg
Bundesliga,2016-2017,20.05.2017,B. Dortmund,4-3,Werder Bremen
Bundesliga,2016-2017,20.05.2017,M'gladbach,2-2,Darmstadt 98
Bundesliga,2016-2017,20.05.2017,Hertha Berlin,2-6,B. Leverkusen
Bundesliga,2016-2017,20.05.2017,Köln,2-0,Mainz
Bundesliga,2016-2017,20.05.2017,Hamburg,2-1,Wolfsburg
Bundesliga,2016-2017,20.05.2017,Ingolstadt,1-1,Schalke 04
Bundesliga,2016-2017,20.05.2017,Hoffenheim,0-0,Augsburg
Bundesliga,2016-2017,20.05.2017,E. Frankfurt,2-2,Leipzig
Bundesliga,2017-2018,18.08.2017,Bayern Münih,3-1,B. Leverkusen
Bundesliga,2017-2018,19.08.2017,Hoffenheim,1-0,Werder Bremen
Bundesliga,2017-2018,19.08.2017,Hertha Berlin,2-0,Stuttgart
Bundesliga,2017-2018,19.08.2017,Hamburg,1-0,Augsburg
Bundesliga,2017-2018,19.08.2017,Mainz,0-1,Hannover 96
Bundesliga,2017-2018,19.08.2017,Wolfsburg,0-3,B. Dortmund
Bundesliga,2017-2018,19.08.2017,Schalke 04,2-0,Leipzig
Bundesliga,2017-2018,20.08.2017,Freiburg,0-0,E. Frankfurt
Bundesliga,2017-2018,20.08.2017,M'gladbach,1-0,Köln
Bundesliga,2017-2018,25.08.2017,Köln,1-3,Hamburg
Bundesliga,2017-2018,26.08.2017,Werder Bremen,0-2,Bayern Münih
Bundesliga,2017-2018,26.08.2017,E. Frankfurt,0-1,Wolfsburg
Bundesliga,2017-2018,26.08.2017,B. Leverkusen,2-2,Hoffenheim
Bundesliga,2017-2018,26.08.2017,Augsburg,2-2,M'gladbach
Bundesliga,2017-2018,26.08.2017,Stuttgart,1-0,Mainz
Bundesliga,2017-2018,26.08.2017,B. Dortmund,2-0,Hertha Berlin
Bundesliga,2017-2018,27.08.2017,Leipzig,4-1,Freiburg
Bundesliga,2017-2018,27.08.2017,Hannover 96,1-0,Schalke 04
Bundesliga,2017-2018,08.09.2017,Hamburg,0-2,Leipzig
Bundesliga,2017-2018,09.09.2017,Freiburg,0-0,B. Dortmund
Bundesliga,2017-2018,09.09.2017,M'gladbach,0-1,E. Frankfurt
Bundesliga,2017-2018,09.09.2017,Augsburg,3-0,Köln
Bundesliga,2017-2018,09.09.2017,Mainz,3-1,B. Leverkusen
Bundesliga,2017-2018,09.09.2017,Wolfsburg,1-1,Hannover 96
Bundesliga,2017-2018,09.09.2017,Hoffenheim,2-0,Bayern Münih
Bundesliga,2017-2018,10.09.2017,Hertha Berlin,1-1,Werder Bremen
Bundesliga,2017-2018,10.09.2017,Schalke 04,3-1,Stuttgart
Bundesliga,2017-2018,15.09.2017,Hannover 96,2-0,Hamburg
Bundesliga,2017-2018,16.09.2017,Bayern Münih,4-0,Mainz
Bundesliga,2017-2018,16.09.2017,Werder Bremen,1-2,Schalke 04
Bundesliga,2017-2018,16.09.2017,E. Frankfurt,1-2,Augsburg
Bundesliga,2017-2018,16.09.2017,Stuttgart,1-0,Wolfsburg
Bundesliga,2017-2018,16.09.2017,Leipzig,2-2,M'gladbach
Bundesliga,2017-2018,17.09.2017,Hoffenheim,1-1,Hertha Berlin
Bundesliga,2017-2018,17.09.2017,B. Leverkusen,4-0,Freiburg
Bundesliga,2017-2018,17.09.2017,B. Dortmund,5-0,Köln
Bundesliga,2017-2018,19.09.2017,M'gladbach,2-0,Stuttgart
Bundesliga,2017-2018,19.09.2017,Schalke 04,0-3,Bayern Münih
Bundesliga,2017-2018,19.09.2017,Augsburg,1-0,Leipzig
Bundesliga,2017-2018,19.09.2017,Wolfsburg,1-1,Werder Bremen
Bundesliga,2017-2018,20.09.2017,Köln,0-1,E. Frankfurt
Bundesliga,2017-2018,20.09.2017,Hertha Berlin,2-1,B. Leverkusen
Bundesliga,2017-2018,20.09.2017,Freiburg,1-1,Hannover 96
Bundesliga,2017-2018,20.09.2017,Hamburg,0-3,B. Dortmund
Bundesliga,2017-2018,20.09.2017,Mainz,2-3,Hoffenheim
Bundesliga,2017-2018,22.09.2017,Bayern Münih,2-2,Wolfsburg
Bundesliga,2017-2018,23.09.2017,Leipzig,2-1,E. Frankfurt
Bundesliga,2017-2018,23.09.2017,Hoffenheim,2-0,Schalke 04
Bundesliga,2017-2018,23.09.2017,Werder Bremen,0-0,Freiburg
Bundesliga,2017-2018,23.09.2017,Mainz,1-0,Hertha Berlin
Bundesliga,2017-2018,23.09.2017,Stuttgart,0-0,Augsburg
Bundesliga,2017-2018,23.09.2017,B. Dortmund,6-1,M'gladbach
Bundesliga,2017-2018,24.09.2017,Hannover 96,0-0,Köln
Bundesliga,2017-2018,24.09.2017,B. Leverkusen,3-0,Hamburg
Bundesliga,2017-2018,29.09.2017,Schalke 04,1-1,B. Leverkusen
Bundesliga,2017-2018,30.09.2017,M'gladbach,2-1,Hannover 96
Bundesliga,2017-2018,30.09.2017,E. Frankfurt,2-1,Stuttgart
Bundesliga,2017-2018,30.09.2017,Augsburg,1-2,B. Dortmund
Bundesliga,2017-2018,30.09.2017,Wolfsburg,1-1,Mainz
Bundesliga,2017-2018,30.09.2017,Hamburg,0-0,Werder Bremen
Bundesliga,2017-2018,01.10.2017,Freiburg,3-2,Hoffenheim
Bundesliga,2017-2018,01.10.2017,Hertha Berlin,2-2,Bayern Münih
Bundesliga,2017-2018,01.10.2017,Köln,1-2,Leipzig
Bundesliga,2017-2018,13.10.2017,Stuttgart,2-1,Köln
Bundesliga,2017-2018,14.10.2017,Bayern Münih,5-0,Freiburg
Bundesliga,2017-2018,14.10.2017,Hoffenheim,2-2,Augsburg
Bundesliga,2017-2018,14.10.2017,Hertha Berlin,0-2,Schalke 04
Bundesliga,2017-2018,14.10.2017,Mainz,3-2,Hamburg
Bundesliga,2017-2018,14.10.2017,Hannover 96,1-2,E. Frankfurt
Bundesliga,2017-2018,14.10.2017,B. Dortmund,2-3,Leipzig
Bundesliga,2017-2018,15.10.2017,B. Leverkusen,2-2,Wolfsburg
Bundesliga,2017-2018,15.10.2017,Werder Bremen,0-2,M'gladbach
Bundesliga,2017-2018,20.10.2017,Schalke 04,2-0,Mainz
Bundesliga,2017-2018,21.10.2017,Leipzig,1-0,Stuttgart
Bundesliga,2017-2018,21.10.2017,M'gladbach,1-5,B. Leverkusen
Bundesliga,2017-2018,21.10.2017,E. Frankfurt,2-2,B. Dortmund
Bundesliga,2017-2018,21.10.2017,Augsburg,1-2,Hannover 96
Bundesliga,2017-2018,21.10.2017,Hamburg,0-1,Bayern Münih
Bundesliga,2017-2018,22.10.2017,Köln,0-0,Werder Bremen
Bundesliga,2017-2018,22.10.2017,Freiburg,1-1,Hertha Berlin
Bundesliga,2017-2018,22.10.2017,Wolfsburg,1-1,Hoffenheim
Bundesliga,2017-2018,27.10.2017,Mainz,1-1,E. Frankfurt
Bundesliga,2017-2018,28.10.2017,Hoffenheim,1-3,M'gladbach
Bundesliga,2017-2018,28.10.2017,Hertha Berlin,2-1,Hamburg
Bundesliga,2017-2018,28.10.2017,Schalke 04,1-1,Wolfsburg
Bundesliga,2017-2018,28.10.2017,B. Leverkusen,2-1,Köln
Bundesliga,2017-2018,28.10.2017,Hannover 96,4-2,B. Dortmund
Bundesliga,2017-2018,28.10.2017,Bayern Münih,2-0,Leipzig
Bundesliga,2017-2018,29.10.2017,Werder Bremen,0-3,Augsburg
Bundesliga,2017-2018,29.10.2017,Stuttgart,3-0,Freiburg
Bundesliga,2017-2018,03.11.2017,E. Frankfurt,2-1,Werder Bremen
Bundesliga,2017-2018,04.11.2017,Leipzig,2-1,Hannover 96
Bundesliga,2017-2018,04.11.2017,Freiburg,0-1,Schalke 04
Bundesliga,2017-2018,04.11.2017,M'gladbach,1-1,Mainz
Bundesliga,2017-2018,04.11.2017,Augsburg,1-1,B. Leverkusen
Bundesliga,2017-2018,04.11.2017,Hamburg,3-1,Stuttgart
Bundesliga,2017-2018,04.11.2017,B. Dortmund,1-3,Bayern Münih
Bundesliga,2017-2018,05.11.2017,Köln,0-3,Hoffenheim
Bundesliga,2017-2018,05.11.2017,Wolfsburg,3-3,Hertha Berlin
Bundesliga,2017-2018,17.11.2017,Stuttgart,2-1,B. Dortmund
Bundesliga,2017-2018,18.11.2017,Bayern Münih,3-0,Augsburg
Bundesliga,2017-2018,18.11.2017,Hoffenheim,1-1,E. Frankfurt
Bundesliga,2017-2018,18.11.2017,B. Leverkusen,2-2,Leipzig
Bundesliga,2017-2018,18.11.2017,Mainz,1-0,Köln
Bundesliga,2017-2018,18.11.2017,Wolfsburg,3-1,Freiburg
Bundesliga,2017-2018,18.11.2017,Hertha Berlin,2-4,M'gladbach
Bundesliga,2017-2018,19.11.2017,Schalke 04,2-0,Hamburg
Bundesliga,2017-2018,19.11.2017,Werder Bremen,4-0,Hannover 96
Bundesliga,2017-2018,24.11.2017,Hannover 96,1-1,Stuttgart
Bundesliga,2017-2018,25.11.2017,B. Dortmund,4-4,Schalke 04
Bundesliga,2017-2018,25.11.2017,Leipzig,2-0,Werder Bremen
Bundesliga,2017-2018,25.11.2017,Freiburg,2-1,Mainz
Bundesliga,2017-2018,25.11.2017,E. Frankfurt,0-1,B. Leverkusen
Bundesliga,2017-2018,25.11.2017,Augsburg,2-1,Wolfsburg
Bundesliga,2017-2018,25.11.2017,M'gladbach,2-1,Bayern Münih
Bundesliga,2017-2018,26.11.2017,Hamburg,3-0,Hoffenheim
Bundesliga,2017-2018,26.11.2017,Köln,0-2,Hertha Berlin
Bundesliga,2017-2018,01.12.2017,Freiburg,0-0,Hamburg
Bundesliga,2017-2018,02.12.2017,Bayern Münih,3-1,Hannover 96
Bundesliga,2017-2018,02.12.2017,Hoffenheim,4-0,Leipzig
Bundesliga,2017-2018,02.12.2017,Werder Bremen,1-0,Stuttgart
Bundesliga,2017-2018,02.12.2017,B. Leverkusen,1-1,B. Dortmund
Bundesliga,2017-2018,02.12.2017,Mainz,1-3,Augsburg
Bundesliga,2017-2018,02.12.2017,Schalke 04,2-2,Köln
Bundesliga,2017-2018,03.12.2017,Hertha Berlin,1-2,E. Frankfurt
Bundesliga,2017-2018,03.12.2017,Wolfsburg,3-0,M'gladbach
Bundesliga,2017-2018,08.12.2017,Stuttgart,0-2,B. Leverkusen
Bundesliga,2017-2018,09.12.2017,B. Dortmund,1-2,Werder Bremen
Bundesliga,2017-2018,09.12.2017,Leipzig,2-2,Mainz
Bundesliga,2017-2018,09.12.2017,E. Frankfurt,0-1,Bayern Münih
Bundesliga,2017-2018,09.12.2017,Hamburg,0-0,Wolfsburg
Bundesliga,2017-2018,09.12.2017,M'gladbach,1-1,Schalke 04
Bundesliga,2017-2018,10.12.2017,Köln,3-4,Freiburg
Bundesliga,2017-2018,10.12.2017,Hannover 96,2-0,Hoffenheim
Bundesliga,2017-2018,10.12.2017,Augsburg,1-1,Hertha Berlin
Bundesliga,2017-2018,12.12.2017,Wolfsburg,1-1,Leipzig
Bundesliga,2017-2018,12.12.2017,Freiburg,1-0,M'gladbach
Bundesliga,2017-2018,12.12.2017,Hamburg,1-2,E. Frankfurt
Bundesliga,2017-2018,12.12.2017,Mainz,0-2,B. Dortmund
Bundesliga,2017-2018,13.12.2017,Hoffenheim,1-0,Stuttgart
Bundesliga,2017-2018,13.12.2017,Bayern Münih,1-0,Köln
Bundesliga,2017-2018,13.12.2017,Hertha Berlin,3-1,Hannover 96
Bundesliga,2017-2018,13.12.2017,Schalke 04,3-2,Augsburg
Bundesliga,2017-2018,13.12.2017,B. Leverkusen,1-0,Werder Bremen
Bundesliga,2017-2018,15.12.2017,M'gladbach,3-1,Hamburg
Bundesliga,2017-2018,16.12.2017,Köln,1-0,Wolfsburg
Bundesliga,2017-2018,16.12.2017,Werder Bremen,2-2,Mainz
Bundesliga,2017-2018,16.12.2017,E. Frankfurt,2-2,Schalke 04
Bundesliga,2017-2018,16.12.2017,Augsburg,3-3,Freiburg
Bundesliga,2017-2018,16.12.2017,Stuttgart,0-1,Bayern Münih
Bundesliga,2017-2018,16.12.2017,B. Dortmund,2-1,Hoffenheim
Bundesliga,2017-2018,17.12.2017,Hannover 96,4-4,B. Leverkusen
Bundesliga,2017-2018,17.12.2017,Leipzig,2-3,Hertha Berlin
Bundesliga,2017-2018,12.01.2018,B. Leverkusen,1-3,Bayern Münih
Bundesliga,2017-2018,13.01.2018,Werder Bremen,1-1,Hoffenheim
Bundesliga,2017-2018,13.01.2018,E. Frankfurt,1-1,Freiburg
Bundesliga,2017-2018,13.01.2018,Augsburg,1-0,Hamburg
Bundesliga,2017-2018,13.01.2018,Hannover 96,3-2,Mainz
Bundesliga,2017-2018,13.01.2018,Stuttgart,1-0,Hertha Berlin
Bundesliga,2017-2018,13.01.2018,Leipzig,3-1,Schalke 04
Bundesliga,2017-2018,14.01.2018,Köln,2-1,M'gladbach
Bundesliga,2017-2018,14.01.2018,B. Dortmund,0-0,Wolfsburg
Bundesliga,2017-2018,19.01.2018,Hertha Berlin,1-1,B. Dortmund
Bundesliga,2017-2018,20.01.2018,Hoffenheim,1-4,B. Leverkusen
Bundesliga,2017-2018,20.01.2018,Freiburg,2-1,Leipzig
Bundesliga,2017-2018,20.01.2018,M'gladbach,2-0,Augsburg
Bundesliga,2017-2018,20.01.2018,Mainz,3-2,Stuttgart
Bundesliga,2017-2018,20.01.2018,Wolfsburg,1-3,E. Frankfurt
Bundesliga,2017-2018,20.01.2018,Hamburg,0-2,Köln
Bundesliga,2017-2018,21.01.2018,Bayern Münih,4-2,Werder Bremen
Bundesliga,2017-2018,21.01.2018,Schalke 04,1-1,Hannover 96
Bundesliga,2017-2018,26.01.2018,E. Frankfurt,2-0,M'gladbach
Bundesliga,2017-2018,27.01.2018,Bayern Münih,5-2,Hoffenheim
Bundesliga,2017-2018,27.01.2018,B. Dortmund,2-2,Freiburg
Bundesliga,2017-2018,27.01.2018,Leipzig,1-1,Hamburg
Bundesliga,2017-2018,27.01.2018,Köln,1-1,Augsburg
Bundesliga,2017-2018,27.01.2018,Stuttgart,0-2,Schalke 04
Bundesliga,2017-2018,27.01.2018,Werder Bremen,0-0,Hertha Berlin
Bundesliga,2017-2018,28.01.2018,B. Leverkusen,2-0,Mainz
Bundesliga,2017-2018,28.01.2018,Hannover 96,0-1,Wolfsburg
Bundesliga,2017-2018,02.02.2018,Köln,2-3,B. Dortmund
Bundesliga,2017-2018,03.02.2018,Hertha Berlin,1-1,Hoffenheim
Bundesliga,2017-2018,03.02.2018,Freiburg,0-0,B. Leverkusen
Bundesliga,2017-2018,03.02.2018,Schalke 04,1-2,Werder Bremen
Bundesliga,2017-2018,03.02.2018,Mainz,0-2,Bayern Münih
Bundesliga,2017-2018,03.02.2018,Wolfsburg,1-1,Stuttgart
Bundesliga,2017-2018,03.02.2018,M'gladbach,0-1,Leipzig
Bundesliga,2017-2018,04.02.2018,Augsburg,3-0,E. Frankfurt
Bundesliga,2017-2018,04.02.2018,Hamburg,1-1,Hannover 96
Bundesliga,2017-2018,09.02.2018,Leipzig,2-0,Augsburg
Bundesliga,2017-2018,10.02.2018,B. Dortmund,2-0,Hamburg
Bundesliga,2017-2018,10.02.2018,Hoffenheim,4-2,Mainz
Bundesliga,2017-2018,10.02.2018,E. Frankfurt,4-2,Köln
Bundesliga,2017-2018,10.02.2018,B. Leverkusen,0-2,Hertha Berlin
Bundesliga,2017-2018,10.02.2018,Hannover 96,2-1,Freiburg
Bundesliga,2017-2018,10.02.2018,Bayern Münih,2-1,Schalke 04
Bundesliga,2017-2018,11.02.2018,Stuttgart,1-0,M'gladbach
Bundesliga,2017-2018,11.02.2018,Werder Bremen,3-1,Wolfsburg
Bundesliga,2017-2018,16.02.2018,Hertha Berlin,0-2,Mainz
Bundesliga,2017-2018,17.02.2018,Köln,1-1,Hannover 96
Bundesliga,2017-2018,17.02.2018,Freiburg,1-0,Werder Bremen
Bundesliga,2017-2018,17.02.2018,Hamburg,1-2,B. Leverkusen
Bundesliga,2017-2018,17.02.2018,Wolfsburg,1-2,Bayern Münih
Bundesliga,2017-2018,17.02.2018,Schalke 04,2-1,Hoffenheim
Bundesliga,2017-2018,18.02.2018,Augsburg,0-1,Stuttgart
Bundesliga,2017-2018,18.02.2018,M'gladbach,0-1,B. Dortmund
Bundesliga,2017-2018,19.02.2018,E. Frankfurt,2-1,Leipzig
Bundesliga,2017-2018,23.02.2018,Mainz,1-1,Wolfsburg
Bundesliga,2017-2018,24.02.2018,Bayern Münih,0-0,Hertha Berlin
Bundesliga,2017-2018,24.02.2018,Hoffenheim,1-1,Freiburg
Bundesliga,2017-2018,24.02.2018,Hannover 96,0-1,M'gladbach
Bundesliga,2017-2018,24.02.2018,Stuttgart,1-0,E. Frankfurt
Bundesliga,2017-2018,24.02.2018,Werder Bremen,1-0,Hamburg
Bundesliga,2017-2018,25.02.2018,B. Leverkusen,0-2,Schalke 04
Bundesliga,2017-2018,25.02.2018,Leipzig,1-2,Köln
Bundesliga,2017-2018,26.02.2018,B. Dortmund,1-1,Augsburg
Bundesliga,2017-2018,02.03.2018,M'gladbach,2-2,Werder Bremen
Bundesliga,2017-2018,03.03.2018,Schalke 04,1-0,Hertha Berlin
Bundesliga,2017-2018,03.03.2018,E. Frankfurt,1-0,Hannover 96
Bundesliga,2017-2018,03.03.2018,Augsburg,0-2,Hoffenheim
Bundesliga,2017-2018,03.03.2018,Hamburg,0-0,Mainz
Bundesliga,2017-2018,03.03.2018,Wolfsburg,1-2,B. Leverkusen
Bundesliga,2017-2018,03.03.2018,Leipzig,1-1,B. Dortmund
Bundesliga,2017-2018,04.03.2018,Köln,2-3,Stuttgart
Bundesliga,2017-2018,04.03.2018,Freiburg,0-4,Bayern Münih
Bundesliga,2017-2018,09.03.2018,Mainz,0-1,Schalke 04
Bundesliga,2017-2018,10.03.2018,Bayern Münih,6-0,Hamburg
Bundesliga,2017-2018,10.03.2018,Hoffenheim,3-0,Wolfsburg
Bundesliga,2017-2018,10.03.2018,Hertha Berlin,0-0,Freiburg
Bundesliga,2017-2018,10.03.2018,Hannover 96,1-3,Augsburg
Bundesliga,2017-2018,10.03.2018,B. Leverkusen,2-0,M'gladbach
Bundesliga,2017-2018,11.03.2018,Stuttgart,0-0,Leipzig
Bundesliga,2017-2018,11.03.2018,B. Dortmund,3-2,E. Frankfurt
Bundesliga,2017-2018,12.03.2018,Werder Bremen,3-1,Köln
Bundesliga,2017-2018,16.03.2018,Freiburg,1-2,Stuttgart
Bundesliga,2017-2018,17.03.2018,M'gladbach,3-3,Hoffenheim
Bundesliga,2017-2018,17.03.2018,E. Frankfurt,3-0,Mainz
Bundesliga,2017-2018,17.03.2018,Augsburg,1-3,Werder Bremen
Bundesliga,2017-2018,17.03.2018,Hamburg,1-2,Hertha Berlin
Bundesliga,2017-2018,17.03.2018,Wolfsburg,0-1,Schalke 04
Bundesliga,2017-2018,18.03.2018,B. Dortmund,1-0,Hannover 96
Bundesliga,2017-2018,18.03.2018,Köln,2-0,B. Leverkusen
Bundesliga,2017-2018,18.03.2018,Leipzig,2-1,Bayern Münih
Bundesliga,2017-2018,31.03.2018,Hoffenheim,6-0,Köln
Bundesliga,2017-2018,31.03.2018,Schalke 04,2-0,Freiburg
Bundesliga,2017-2018,31.03.2018,B. Leverkusen,0-0,Augsburg
Bundesliga,2017-2018,31.03.2018,Hannover 96,2-3,Leipzig
Bundesliga,2017-2018,31.03.2018,Stuttgart,1-1,Hamburg
Bundesliga,2017-2018,31.03.2018,Bayern Münih,6-0,B. Dortmund
Bundesliga,2017-2018,31.03.2018,Hertha Berlin,0-0,Wolfsburg
Bundesliga,2017-2018,01.04.2018,Werder Bremen,2-1,E. Frankfurt
Bundesliga,2017-2018,01.04.2018,Mainz,0-0,M'gladbach
Bundesliga,2017-2018,06.04.2018,Hannover 96,2-1,Werder Bremen
Bundesliga,2017-2018,07.04.2018,Köln,1-1,Mainz
Bundesliga,2017-2018,07.04.2018,Freiburg,0-2,Wolfsburg
Bundesliga,2017-2018,07.04.2018,M'gladbach,2-1,Hertha Berlin
Bundesliga,2017-2018,07.04.2018,Augsburg,1-4,Bayern Münih
Bundesliga,2017-2018,07.04.2018,Hamburg,3-2,Schalke 04
Bundesliga,2017-2018,08.04.2018,B. Dortmund,3-0,Stuttgart
Bundesliga,2017-2018,08.04.2018,E. Frankfurt,1-1,Hoffenheim
Bundesliga,2017-2018,09.04.2018,Leipzig,1-4,B. Leverkusen
Bundesliga,2017-2018,13.04.2018,Wolfsburg,0-0,Augsburg
Bundesliga,2017-2018,14.04.2018,Hoffenheim,2-0,Hamburg
Bundesliga,2017-2018,14.04.2018,Hertha Berlin,2-1,Köln
Bundesliga,2017-2018,14.04.2018,B. Leverkusen,4-1,E. Frankfurt
Bundesliga,2017-2018,14.04.2018,Stuttgart,1-1,Hannover 96
Bundesliga,2017-2018,14.04.2018,Bayern Münih,5-1,M'gladbach
Bundesliga,2017-2018,15.04.2018,Schalke 04,2-0,B. Dortmund
Bundesliga,2017-2018,15.04.2018,Werder Bremen,1-1,Leipzig
Bundesliga,2017-2018,16.04.2018,Mainz,2-0,Freiburg
Bundesliga,2017-2018,20.04.2018,M'gladbach,3-0,Wolfsburg
Bundesliga,2017-2018,21.04.2018,Leipzig,2-5,Hoffenheim
Bundesliga,2017-2018,21.04.2018,E. Frankfurt,0-3,Hertha Berlin
Bundesliga,2017-2018,21.04.2018,Hamburg,1-0,Freiburg
Bundesliga,2017-2018,21.04.2018,Hannover 96,0-3,Bayern Münih
Bundesliga,2017-2018,21.04.2018,Stuttgart,2-0,Werder Bremen
Bundesliga,2017-2018,21.04.2018,B. Dortmund,4-0,B. Leverkusen
