Serie A
Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2023-2024,20.04.2024,Empoli       1,-,0     Napoli
2023-2024,21.04.2024,Sassuolo       0,-,3     Lecce
2023-2024,22.04.2024,Roma       1,-,3     Bologna
2023-2024,25.04.2024,Udinese       1,-,2     Roma
2023-2024,26.04.2024,Frosinone       3,-,0     Salernitana
2023-2024,27.04.2024,Lecce       1,-,1     Monza
2023-2024,28.04.2024,Inter       2,-,0     Torino
2023-2024,29.04.2024,Genoa       3,-,0     Cagliari
2023-2024,03.05.2024,Torino       0,-,0     Bologna
2023-2024,04.05.2024,Monza       2,-,2     Lazio
2023-2024,05.05.2024,Cagliari       1,-,1     Lecce
2023-2024,06.05.2024,Salernitana       1,-,2     Atalanta
2023-2024,10.05.2024,Frosinone       0,-,5     Inter
2023-2024,11.05.2024,Napoli       0,-,2     Bologna
2023-2024,12.05.2024,Lazio       2,-,0     Empoli
2023-2024,13.05.2024,Lecce       0,-,2     Udinese
2023-2024,17.05.2024,Fiorentina       2,-,2     Napoli
2023-2024,18.05.2024,Lecce       0,-,2     Atalanta
2023-2024,19.05.2024,Sassuolo       0,-,2     Cagliari
2023-2024,20.05.2024,Salernitana       1,-,2     Hellas Verona
2023-2024,23.05.2024,Cagliari       2,-,3     Fiorentina
2023-2024,24.05.2024,Genoa       2,-,0     Bologna
2023-2024,25.05.2024,Juventus       2,-,0     Monza
2023-2024,26.05.2024,Atalanta       3,-,0     Torino
2023-2024,02.06.2024,Atalanta       2,-,3     Fiorentina
