La Liga
Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2022-2023,18.02.2023,R. Sociedad       1,-,1     Celta Vigo
2022-2023,19.02.2023,Elche       0,-,1     Espanyol
2022-2023,20.02.2023,Getafe       1,-,0     Valencia
2022-2023,24.02.2023,Elche       2,-,3     Real Betis
2022-2023,25.02.2023,Espanyol       2,-,1     Mallorca
2022-2023,26.02.2023,Ath. Bilbao       2,-,3     Girona
2022-2023,27.02.2023,Villarreal       2,-,1     Getafe
2022-2023,03.03.2023,R. Sociedad       0,-,0     Cadiz
2022-2023,04.03.2023,Getafe       3,-,2     Girona
2022-2023,05.03.2023,R. Valladolid       2,-,1     Espanyol
2022-2023,06.03.2023,Osasuna       0,-,0     Celta Vigo
2022-2023,10.03.2023,Cadiz       2,-,2     Getafe
2022-2023,11.03.2023,Real Madrid       3,-,1     Espanyol
2022-2023,12.03.2023,Mallorca       1,-,1     R. Sociedad
2022-2023,13.03.2023,Girona       0,-,1     Atl. Madrid
2022-2023,17.03.2023,R. Valladolid       1,-,3     Ath. Bilbao
2022-2023,18.03.2023,Almeria       1,-,1     Cadiz
2022-2023,19.03.2023,Real Betis       1,-,0     Mallorca
2022-2023,31.03.2023,Mallorca       0,-,0     Osasuna
2022-2023,01.04.2023,Girona       2,-,1     Espanyol
2022-2023,02.04.2023,Celta Vigo       2,-,2     Almeria
2022-2023,03.04.2023,Valencia       1,-,1     Rayo Vallecano
2022-2023,07.04.2023,Sevilla       2,-,2     Celta Vigo
2022-2023,08.04.2023,Osasuna       2,-,1     Elche
2022-2023,09.04.2023,R. Valladolid       3,-,3     Mallorca
2022-2023,10.04.2023,Barcelona       0,-,0     Girona
2022-2023,14.04.2023,Rayo Vallecano       2,-,1     Osasuna
2022-2023,15.04.2023,Villarreal       1,-,2     R. Valladolid
2022-2023,16.04.2023,Girona       2,-,0     Elche
2022-2023,17.04.2023,Celta Vigo       0,-,1     Mallorca
2022-2023,21.04.2023,Espanyol       0,-,0     Cadiz
2022-2023,22.04.2023,Osasuna       3,-,2     Real Betis
2022-2023,23.04.2023,Elche       0,-,2     Valencia
2022-2023,25.04.2023,Cadiz       0,-,1     Osasuna
2022-2023,26.04.2023,Atl. Madrid       3,-,1     Mallorca
2022-2023,27.04.2023,Valencia       2,-,1     R. Valladolid
2022-2023,28.04.2023,Osasuna       0,-,2     R. Sociedad
2022-2023,29.04.2023,Elche       4,-,0     Rayo Vallecano
2022-2023,30.04.2023,Cadiz       2,-,1     Valencia
2022-2023,01.05.2023,Mallorca       1,-,1     Ath. Bilbao
2022-2023,02.05.2023,Barcelona       1,-,0     Osasuna
2022-2023,03.05.2023,Valencia       1,-,1     Villarreal
2022-2023,04.05.2023,Girona       2,-,1     Mallorca
2022-2023,12.05.2023,Mallorca       1,-,0     Cadiz
2022-2023,13.05.2023,R. Sociedad       2,-,2     Girona
2022-2023,14.05.2023,Celta Vigo       1,-,2     Valencia
2022-2023,15.05.2023,Real Betis       3,-,1     Rayo Vallecano
2022-2023,19.05.2023,Cadiz       2,-,0     R. Valladolid
2022-2023,20.05.2023,Girona       1,-,2     Villarreal
2022-2023,21.05.2023,Rayo Vallecano       1,-,2     Espanyol
2022-2023,23.05.2023,Celta Vigo       1,-,1     Girona
2022-2023,24.05.2023,Elche       1,-,1     Sevilla
2022-2023,25.05.2023,Mallorca       1,-,0     Valencia
2022-2023,27.05.2023,Sevilla       1,-,2     Real Madrid
2022-2023,28.05.2023,Ath. Bilbao       0,-,1     Elche
2022-2023,04.06.2023,Mallorca       3,-,0     Rayo Vallecano
2023-2024,11.08.2023,Almeria       0,-,2     Rayo Vallecano
2023-2024,12.08.2023,R. Sociedad       1,-,1     Girona
2023-2024,13.08.2023,Celta Vigo       0,-,2     Osasuna
2023-2024,14.08.2023,Cadiz       1,-,0     Alaves
2023-2024,18.08.2023,Mallorca       0,-,1     Villarreal
2023-2024,19.08.2023,R. Sociedad       1,-,1     Celta Vigo
2023-2024,20.08.2023,Girona       3,-,0     Getafe
2023-2024,21.08.2023,Alaves       4,-,3     Sevilla
2023-2024,25.08.2023,Las Palmas       0,-,0     R. Sociedad
2023-2024,26.08.2023,Cadiz       1,-,1     Almeria
2023-2024,27.08.2023,Villarreal       3,-,4     Barcelona
2023-2024,28.08.2023,Getafe       1,-,0     Alaves
2023-2024,01.09.2023,Cadiz       3,-,1     Villarreal
2023-2024,02.09.2023,R. Sociedad       5,-,3     Granada
2023-2024,03.09.2023,Girona       1,-,0     Las Palmas
2023-2024,15.09.2023,Rayo Vallecano       2,-,0     Alaves
2023-2024,16.09.2023,Ath. Bilbao       3,-,0     Cadiz
2023-2024,17.09.2023,Getafe       3,-,2     Osasuna
2023-2024,18.09.2023,Granada       2,-,4     Girona
2023-2024,22.09.2023,Alaves       0,-,2     Ath. Bilbao
2023-2024,23.09.2023,Girona       5,-,3     Mallorca
2023-2024,24.09.2023,R. Sociedad       4,-,3     Getafe
2023-2024,26.09.2023,Sevilla       5,-,1     Almeria
2023-2024,27.09.2023,Ath. Bilbao       2,-,2     Getafe
2023-2024,28.09.2023,Granada       1,-,1     Real Betis
2023-2024,29.09.2023,Barcelona       1,-,0     Sevilla
2023-2024,30.09.2023,Getafe       0,-,0     Villarreal
2023-2024,01.10.2023,Almeria       3,-,3     Granada
2023-2024,02.10.2023,Las Palmas       2,-,1     Celta Vigo
2023-2024,06.10.2023,Ath. Bilbao       3,-,0     Almeria
2023-2024,07.10.2023,Cadiz       0,-,1     Girona
2023-2024,08.10.2023,Villarreal       1,-,2     Las Palmas
2023-2024,20.10.2023,Osasuna       2,-,0     Granada
2023-2024,21.10.2023,R. Sociedad       1,-,0     Mallorca
2023-2024,22.10.2023,Las Palmas       0,-,1     Rayo Vallecano
2023-2024,23.10.2023,Valencia       2,-,0     Cadiz
2023-2024,27.10.2023,Girona       1,-,0     Celta Vigo
2023-2024,28.10.2023,Almeria       1,-,2     Las Palmas
2023-2024,29.10.2023,Real Betis       2,-,1     Osasuna
2023-2024,30.10.2023,Granada       2,-,3     Villarreal
2023-2024,03.11.2023,Las Palmas       2,-,1     Atl. Madrid
2023-2024,04.11.2023,Osasuna       2,-,4     Girona
2023-2024,05.11.2023,Alaves       1,-,0     Almeria
2023-2024,06.11.2023,Getafe       1,-,0     Cadiz
2023-2024,10.11.2023,Ath. Bilbao       4,-,3     Celta Vigo
2023-2024,11.11.2023,Rayo Vallecano       1,-,2     Girona
2023-2024,12.11.2023,Barcelona       2,-,1     Alaves
2023-2024,24.11.2023,Alaves       3,-,1     Granada
2023-2024,25.11.2023,Rayo Vallecano       1,-,1     Barcelona
2023-2024,26.11.2023,Villarreal       3,-,1     Osasuna
2023-2024,27.11.2023,Girona       1,-,1     Ath. Bilbao
2023-2024,29.11.2023,Mallorca       1,-,1     Cadiz
2023-2024,01.12.2023,Las Palmas       2,-,0     Getafe
2023-2024,02.12.2023,Girona       2,-,1     Valencia
2023-2024,03.12.2023,Mallorca       0,-,0     Alaves
2023-2024,04.12.2023,Celta Vigo       1,-,1     Cadiz
2023-2024,08.12.2023,Getafe       1,-,0     Valencia
2023-2024,09.12.2023,Alaves       0,-,1     Las Palmas
2023-2024,10.12.2023,Atl. Madrid       2,-,1     Almeria
2023-2024,11.12.2023,Granada       1,-,1     Ath. Bilbao
2023-2024,15.12.2023,Osasuna       1,-,0     Rayo Vallecano
2023-2024,16.12.2023,Celta Vigo       1,-,0     Granada
2023-2024,17.12.2023,Almeria       0,-,0     Mallorca
2023-2024,18.12.2023,Girona       3,-,0     Alaves
2023-2024,19.12.2023,Rayo Vallecano       0,-,1     Valencia
2023-2024,20.12.2023,Barcelona       3,-,2     Almeria
2023-2024,21.12.2023,Real Betis       1,-,1     Girona
2023-2024,23.12.2023,Atl. Madrid       1,-,0     Sevilla
2023-2024,02.01.2024,Getafe       0,-,2     Rayo Vallecano
2023-2024,03.01.2024,Granada       2,-,0     Cadiz
2023-2024,04.01.2024,Osasuna       1,-,0     Almeria
2023-2024,12.01.2024,Sevilla       2,-,3     Alaves
2023-2024,13.01.2024,Las Palmas       3,-,0     Villarreal
2023-2024,14.01.2024,Almeria       0,-,0     Girona
2023-2024,19.01.2024,Alaves       1,-,0     Cadiz
2023-2024,20.01.2024,Rayo Vallecano       0,-,2     Las Palmas
2023-2024,21.01.2024,Osasuna       3,-,2     Getafe
2023-2024,22.01.2024,Granada       0,-,1     Atl. Madrid
2023-2024,26.01.2024,Almeria       0,-,3     Alaves
2023-2024,27.01.2024,R. Sociedad       0,-,0     Rayo Vallecano
2023-2024,28.01.2024,Celta Vigo       0,-,1     Girona
2023-2024,29.01.2024,Getafe       2,-,0     Granada
2023-2024,31.01.2024,Barcelona       1,-,0     Osasuna
2023-2024,01.02.2024,Getafe       0,-,2     Real Madrid
2023-2024,02.02.2024,Ath. Bilbao       4,-,0     Mallorca
2023-2024,03.02.2024,Valencia       2,-,1     Almeria
2023-2024,04.02.2024,Villarreal       0,-,0     Cadiz
2023-2024,05.02.2024,Rayo Vallecano       1,-,2     Sevilla
2023-2024,09.02.2024,Cadiz       0,-,2     Real Betis
2023-2024,10.02.2024,Alaves       1,-,1     Villarreal
2023-2024,11.02.2024,Getafe       3,-,2     Celta Vigo
2023-2024,12.02.2024,Almeria       0,-,0     Ath. Bilbao
2023-2024,16.02.2024,Villarreal       1,-,1     Getafe
2023-2024,17.02.2024,Atl. Madrid       5,-,0     Las Palmas
2023-2024,18.02.2024,Rayo Vallecano       1,-,1     Real Madrid
2023-2024,19.02.2024,Ath. Bilbao       3,-,2     Girona
2023-2024,23.02.2024,R. Sociedad       1,-,3     Villarreal
2023-2024,24.02.2024,Barcelona       4,-,0     Getafe
2023-2024,25.02.2024,Cadiz       2,-,2     Celta Vigo
2023-2024,26.02.2024,Girona       3,-,0     Rayo Vallecano
2023-2024,01.03.2024,Celta Vigo       1,-,0     Almeria
2023-2024,02.03.2024,Sevilla       3,-,2     R. Sociedad
2023-2024,03.03.2024,Villarreal       5,-,1     Granada
2023-2024,04.03.2024,Osasuna       1,-,0     Alaves
2023-2024,08.03.2024,Barcelona       1,-,0     Mallorca
2023-2024,09.03.2024,Valencia       1,-,0     Getafe
2023-2024,10.03.2024,Alaves       1,-,0     Rayo Vallecano
2023-2024,11.03.2024,Almeria       2,-,2     Sevilla
2023-2024,15.03.2024,R. Sociedad       2,-,0     Cadiz
2023-2024,16.03.2024,Mallorca       1,-,0     Granada
2023-2024,17.03.2024,Sevilla       1,-,2     Celta Vigo
2023-2024,29.03.2024,Cadiz       1,-,0     Granada
2023-2024,30.03.2024,Getafe       0,-,1     Sevilla
2023-2024,31.03.2024,Celta Vigo       0,-,0     Rayo Vallecano
2023-2024,01.04.2024,Villarreal       1,-,2     Atl. Madrid
2023-2024,04.04.2024,Granada       0,-,1     Valencia
2023-2024,12.04.2024,Real Betis       2,-,1     Celta Vigo
2023-2024,13.04.2024,Atl. Madrid       3,-,1     Girona
2023-2024,14.04.2024,Las Palmas       0,-,2     Sevilla
2023-2024,15.04.2024,Osasuna       0,-,1     Valencia
2023-2024,19.04.2024,Ath. Bilbao       1,-,1     Granada
2023-2024,20.04.2024,Celta Vigo       4,-,1     Las Palmas
2023-2024,21.04.2024,Getafe       1,-,1     R. Sociedad
2023-2024,22.04.2024,Sevilla       2,-,1     Mallorca
2023-2024,26.04.2024,R. Sociedad       0,-,1     Real Madrid
2023-2024,27.04.2024,Las Palmas       0,-,2     Girona
2023-2024,28.04.2024,Cadiz       1,-,1     Mallorca
2023-2024,29.04.2024,Barcelona       4,-,2     Valencia
2023-2024,03.05.2024,Getafe       0,-,2     Ath. Bilbao
2023-2024,04.05.2024,R. Sociedad       2,-,0     Las Palmas
2023-2024,05.05.2024,Osasuna       0,-,2     Real Betis
2023-2024,10.05.2024,Alaves       2,-,2     Girona
2023-2024,11.05.2024,Mallorca       1,-,0     Las Palmas
2023-2024,12.05.2024,Cadiz       1,-,0     Getafe
2023-2024,13.05.2024,Barcelona       2,-,0     R. Sociedad
2023-2024,14.05.2024,Osasuna       1,-,1     Mallorca
2023-2024,15.05.2024,Sevilla       0,-,1     Cadiz
2023-2024,16.05.2024,Las Palmas       2,-,2     Real Betis
2023-2024,18.05.2024,Alaves       1,-,0     Getafe
2023-2024,19.05.2024,Ath. Bilbao       2,-,0     Sevilla
2023-2024,24.05.2024,Girona       7,-,0     Granada
2023-2024,25.05.2024,Osasuna       1,-,1     Villarreal
2023-2024,26.05.2024,Getafe       1,-,2     Mallorca
